,Vehicle,Launches,Failures,LEO,LEO failures,>LEO,>LEO failures,Deep,Deep failures
0,CZ,19,0,10,0,9,0,0,0
1,R-7,14,0,12,0,2,0,0,0
2,Proton,11,2,0,0,11,2,0,0
3,Ariane 5,7,0,1,0,6,0,0,0
4,Atlas 5,6,0,2,0,4,0,0,0
5,Delta 4,4,0,1,0,3,0,0,0
6,Zenit,3,0,0,0,3,0,0,0
7,PSLV,2,0,2,0,0,0,0,0
8,Falcon 9,2,1,2,1,0,0,0,0
9,Unha,2,1,2,1,0,0,0,0
10,H-2B,1,0,1,0,0,0,0,0
11,H-2A,1,0,1,0,0,0,0,0
12,Rokot/Briz KM,1,0,1,0,0,0,0,0
13,Vega,1,0,1,0,0,0,0,0
14,Safir,3,2,3,2,0,0,0,0
15,Pegasus XL,1,0,1,0,0,0,0,0
