,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
45,Saturn SA-1,SATURNSA1,1961-10-27," Cape Canaveral, United States", Saturn 1,National Aeronautics and Space Administration (United States)
46,Sputnik  7,1961-002A,1961-02-04," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
47,Sputnik  8,1961-003C,1961-02-12," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
48,Sputnik  9,1961-008A,1961-03-09," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
49,Sputnik 10,1961-009A,1961-03-25," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
50,TIROS  3,1961-017A,1961-07-12," Cape Canaveral, United States", Thor-Delta,NASA-Office of Space Science Applications (United States)
51,TRAAC,1961-031B,1961-11-15," Cape Canaveral, United States", Thor-Able-Star,Department of Defense-Department of the Navy (United States)
52,Transit 3B / LOFTI 1,1961-007A,1961-02-22," Cape Canaveral, United States", Thor,Department of Defense-Department of the Navy (United States)
53,Transit 4A,1961-015A,1961-06-29," Cape Canaveral, United States", Thor,Department of Defense-Department of the Navy (United States)
54,Transit 4B,1961-031A,1961-11-15," Cape Canaveral, United States", Thor-Able-Star,Department of Defense-Department of the Navy (United States)
55,Venera  1,1961-003A,1961-02-12," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
56,Vostok 1,1961-012A,1961-04-12," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
57,Vostok 2,1961-019A,1961-08-06," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
