,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
20,Cosmos  329,1970-023A,1970-04-03," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
21,Cosmos  330,1970-024A,1970-04-07," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
22,Cosmos  331,1970-026A,1970-04-08," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
23,Cosmos  332,1970-028A,1970-04-11," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
24,Cosmos  333,1970-030A,1970-04-15," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
25,Cosmos  334,1970-033A,1970-04-23," Plesetsk, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
26,Cosmos  335,1970-035A,1970-04-24," Kapustin Yar, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
27,Cosmos  336,1970-036A,1970-04-25," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
28,Cosmos  337,1970-036B,1970-04-25," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
29,Cosmos  338,1970-036C,1970-04-25," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
30,Cosmos  339,1970-036D,1970-04-25," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
31,Cosmos  340,1970-036E,1970-04-25," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
32,Cosmos  341,1970-036F,1970-04-25," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
33,Cosmos  342,1970-036G,1970-04-25," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
34,Cosmos  343,1970-036H,1970-04-25," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
35,Cosmos  344,1970-038A,1970-05-12," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
36,Cosmos  345,1970-039A,1970-05-20," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
37,Cosmos  346,1970-042A,1970-06-10," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
38,Cosmos  347,1970-043A,1970-06-12," Kapustin Yar, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
39,Cosmos  348,1970-044A,1970-06-13," Plesetsk, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
40,Cosmos  349,1970-045A,1970-06-17," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
41,Cosmos  350,1970-050A,1970-06-26," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
42,Cosmos  351,1970-051A,1970-06-27," Plesetsk, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
43,Cosmos  352,1970-052A,1970-07-07," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
44,Cosmos  353,1970-053A,1970-07-09," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
45,Cosmos  354,1970-056A,1970-07-28," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Tsiklon,Unknown (U.S.S.R)
46,Cosmos  355,1970-058A,1970-08-07," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
47,Cosmos  356,1970-059A,1970-08-10," Plesetsk, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
48,Cosmos  357,1970-063A,1970-08-19," Plesetsk, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
49,Cosmos  358,1970-064A,1970-08-20," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
50,Cosmos  359,1970-065A,1970-08-22," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
51,Cosmos  360,1970-068A,1970-08-29," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
52,Cosmos  361,1970-071A,1970-09-08," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
53,Cosmos  362,1970-073A,1970-09-16," Plesetsk, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
54,Cosmos  363,1970-074A,1970-09-17," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
55,Cosmos  364,1970-075A,1970-09-22," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
56,Cosmos  365,1970-076A,1970-09-25," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Tsiklon,Unknown (U.S.S.R)
57,Cosmos  366,1970-078A,1970-10-01," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
58,Cosmos  367,1970-079A,1970-10-03," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Tsiklon-2,Unknown (U.S.S.R)
59,Cosmos  368,1970-080A,1970-10-08," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
60,Cosmos  369,1970-081A,1970-10-08," Plesetsk, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
61,Cosmos  370,1970-082A,1970-10-09," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
62,Cosmos  371,1970-083A,1970-10-12," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
63,Cosmos  372,1970-086A,1970-10-16," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
64,Cosmos  373,1970-087A,1970-10-20," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Tsiklon,Unknown (U.S.S.R)
65,Cosmos  374,1970-089A,1970-10-23," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Tsiklon,Unknown (U.S.S.R)
66,Cosmos  375,1970-091A,1970-10-30," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Tsiklon,Unknown (U.S.S.R)
67,Cosmos  376,1970-092A,1970-10-30," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
68,Cosmos  377,1970-096A,1970-11-11," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
69,Cosmos  378,1970-097A,1970-11-17," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
70,Cosmos  379,1970-099A,1970-11-24," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
71,Cosmos  380,1970-100A,1970-11-24," Plesetsk, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
72,Cosmos  381,1970-102A,1970-12-02," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
73,Cosmos  382,1970-103A,1970-12-02," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton,Unknown (U.S.S.R)
74,Cosmos  383,1970-104A,1970-12-03," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
75,Cosmos  384,1970-105A,1970-12-10," Plesetsk, U.S.S.R", Soyuz,Soviet Academy of Sciences (U.S.S.R)
76,Cosmos  385,1970-108A,1970-12-12," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
77,Cosmos  386,1970-110A,1970-12-15," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
78,Cosmos  387,1970-111A,1970-12-16," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
79,Cosmos  388,1970-112A,1970-12-18," Plesetsk, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
80,Cosmos  389,1970-113A,1970-12-18," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
81,DIAL/MIKA,1970-017B,1970-03-10," Kourou, French Guiana", Diamant,Unknown (Federal Republic of Germany); Unknown (France)
82,DIAL/WIKA,1970-017A,1970-03-10," Kourou, French Guiana", Diamant,Unknown (Federal Republic of Germany); Unknown (France)
83,DMSP 5A/F1,1970-012A,1970-02-11," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
84,DMSP 5A/F2,1970-070A,1970-09-03," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
85,Doppler Beacon 2,1970-040B,1970-05-20," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
86,Ferret 14,1970-066A,1970-08-26," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
87,IMEWS 1,1970-093A,1970-11-06," Cape Canaveral, United States", Titan III-C,Department of Defense-Department of the Air Force (United States)
88,INTELSAT 3 F-6,1970-003A,1970-01-15," Cape Canaveral, United States", Delta,International Telecommunications Satellite Corporation (International)
89,INTELSAT 3 F-7,1970-032A,1970-04-23," Cape Canaveral, United States", Delta,International Telecommunications Satellite Corporation (International)
90,INTELSAT 3 F-8,1970-055A,1970-07-23," Cape Canaveral, United States", Delta,International Telecommunications Satellite Corporation (International)
91,Intercosmos  3,1970-057A,1970-08-07," Kapustin Yar, U.S.S.R", Modified SS-4 (Sandal IRBM) plus Upper Stage,Unknown (U.S.S.R)
92,Intercosmos  4,1970-084A,1970-10-14," Kapustin Yar, U.S.S.R", Modified SS-4 (Sandal IRBM) plus Upper Stage,Unknown (U.S.S.R)
93,ITOS 1,1970-008A,1970-01-23," Vandenberg AFB, United States", Delta,Environmental Science Service Administration (United States)
94,KH 8-25,1970-002A,1970-01-14," Vandenberg AFB, United States", Titan,Department of Defense-Department of the Air Force (United States)
95,KH 8-26,1970-031A,1970-04-15," Vandenberg AFB, United States", Titan,Department of Defense-Department of the Air Force (United States)
96,KH 8-27,1970-048A,1970-06-25," Vandenberg AFB, United States", Titan,Department of Defense-Department of the Air Force (United States)
97,KH 8-28,1970-061A,1970-08-18," Vandenberg AFB, United States", Titan,Department of Defense-Department of the Air Force (United States)
98,KH 8-29,1970-090A,1970-10-23," Vandenberg AFB, United States", Titan,Department of Defense-Department of the Air Force (United States)
99,KH-4B 1109,1970-016A,1970-03-04," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
100,KH-4B 1109 Subsatellite,1970-016B,1970-03-04," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
101,KH-4B 1110,1970-040A,1970-05-20," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
102,KH-4B 1111,1970-054A,1970-07-23," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
103,KH-4B 1112,1970-098A,1970-11-18," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
104,KH-4B 1112 Subsatellite,1970-098B,1970-11-18," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
105,Luna 16,1970-072A,1970-09-12," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
106,Luna 17/Lunokhod 1,1970-095A,1970-11-10," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
107,Lunokhod 1,1970-095D,1970-11-10," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
108,Meteor 1-3,1970-019A,1970-03-17," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Soviet Hydrometeorological Service (U.S.S.R)
109,Meteor 1-4,1970-037A,1970-04-28," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Soviet Hydrometeorological Service (U.S.S.R)
110,Meteor 1-5,1970-047A,1970-06-23," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Soviet Hydrometeorological Service (U.S.S.R)
111,Meteor 1-6,1970-085A,1970-10-15," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Soviet Hydrometeorological Service (U.S.S.R)
112,Molniya 1-13,1970-013A,1970-02-19," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
113,Molniya 1-14,1970-049A,1970-06-26," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
114,Molniya 1-15,1970-077A,1970-09-29," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
115,Molniya 1-16,1970-101A,1970-11-27," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
116,Molniya 1-17,1970-114A,1970-12-25," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
117,MU-4S-1,MU4S-1,1970-09-25," Uchinoura Space Center, Japan", Mu,unknown
118,NATO 1,1970-021A,1970-03-20," Cape Canaveral, United States", Delta,Unknown (United States)
119,Nimbus 4,1970-025A,1970-04-08," Vandenberg AFB, United States", Thor-Agena,NASA-Office of Space and Terrestrial Applications (United States)
120,NOAA  1,1970-106A,1970-12-11," Vandenberg AFB, United States", Delta,National Oceanic and Atmospheric Administration (United States)
121,OAO-B,OAO-B,1970-11-30," Cape Canaveral, United States", Atlas-Centaur,NASA-Office of Space Science Applications (United States)
122,OFO 1,1970-094A,1970-11-09," Wallops Island, United States", Scout,NASA-Office of Aeronautics and Space Technology (United States)
123,Ohsumi,1970-011A,1970-02-11," Uchinoura Space Center, Japan", L-4S,"Institute of Space and Aeronautical Science, U of Tokyo (Japan)"
124,OSCAR  5,1970-008B,1970-01-23," Vandenberg AFB, United States", Delta,Unknown (Australia); Radio Amateur Satellite Corporation (International); National Aeronautics and Space Administration (United States)
125,PEOLE 1,1970-109A,1970-12-24," Kourou, French Guiana", Diamant,Centre National d'Etudes Spatiales (France)
126,PRC  1,1970-034A,1970-04-24," Shuang Cheng-Tzu, Peoples Republic of China", Long March,Unknown (Peoples Republic of China)
127,Rhyolite 1,1970-046A,1970-06-19," Cape Canaveral, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
128,RM 1,1970-094B,1970-11-09," Wallops Island, United States", Scout,NASA-Office of Aeronautics and Space Technology (United States)
129,SERT 2A,1970-009A,1970-02-04," Vandenberg AFB, United States", Thor-Agena,NASA-Office of Aeronautics and Space Technology (United States)
130,Skynet 1B,1970-062A,1970-08-19," Cape Canaveral, United States", Delta,"Ministry of Defence, UK (United Kingdom)"
131,Soyuz  9,1970-041A,1970-06-01," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
132,TOPO 1,1970-025B,1970-04-08," Cape Canaveral, United States", Thor-Agena,National Aeronautics and Space Administration (United States); Department of Defense-Department of the Army (United States)
133,Transit-O 19,1970-067A,1970-08-27," Vandenberg AFB, United States", Scout,Department of Defense-Department of the Navy (United States)
134,Uhuru,1970-107A,1970-12-12," San Marco Platform, Kenya", Scout,NASA-Office of Space Science Applications (United States)
135,Vela  6A,1970-027A,1970-04-08," Cape Canaveral, United States", Titan,Department of Defense-Department of the Air Force (United States)
136,Vela  6B,1970-027B,1970-04-08," Cape Canaveral, United States", Titan,Department of Defense-Department of the Air Force (United States)
137,Venera  7,1970-060A,1970-08-17," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
138,Zond 8,1970-088A,1970-10-20," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
