,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
27,CanX-7,2016-059F,2016-09-26," Sriharikota, India", PSLV,University of Toronto (Canada)
28,Cartosat 2C,2016-040A,2016-06-22," Sriharikota, India", PSLV-XL,Indian Space Research Organization (India)
29,CELTEE 1,2016-067C,2016-11-11," Vandenberg AFB, United States", Atlas V 401,Unknown (United States)
30,Chubusat 2,2016-012B,2016-02-17," Tanegashima, Japan", H-2A,Unknown (Japan)
31,Chubusat 3,2016-012C,2016-02-17," Tanegashima, Japan", H-2A,Unknown (Japan)
32,Cosmos 2514,2016-008A,2016-02-07," Plesetsk, Russia", Soyuz-2.1b/Fregat,Unknown (Russia)
33,Cosmos 2515,2016-020A,2016-03-24," Plesetsk, Russia", Soyuz-2.1a,Unknown (Russia)
34,Cosmos 2516,2016-032A,2016-05-29," Plesetsk, Russia", Soyuz-2.1b/Fregat,Unknown (Russia)
35,Cosmos 2517,2016-034A,2016-06-04," Plesetsk, Russia", Rokot/Breeze-KM,unknown
36,CYGFM01,2016-078D,2016-12-15," Cape Canaveral, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
37,CYGFM02,2016-078C,2016-12-15," Cape Canaveral, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
38,CYGFM03,2016-078H,2016-12-15," Cape Canaveral, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
39,CYGFM04,2016-078B,2016-12-15," Cape Canaveral, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
40,CYGFM05,2016-078A,2016-12-15," Cape Canaveral, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
41,CYGFM06,2016-078F,2016-12-15," Cape Canaveral, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
42,CYGFM07,2016-078G,2016-12-15," Cape Canaveral, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
43,CYGFM08,2016-078E,2016-12-15," Cape Canaveral, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
44,Cygnus OA-5,2016-062A,2016-10-17," Wallops Island, United States", Antares,National Aeronautics and Space Administration (United States)
45,Cygnus OA-6,2016-019A,2016-03-23," Cape Canaveral, United States", Atlas V 401,National Aeronautics and Space Administration (United States)
46,Diwata 1,1998067HT,2016-04-22," , ", ,Unknown (Philippines)
47,E-STAR-II,2016-025D,2016-04-25," Kourou, French Guiana", Soyuz,Unknown (Italy)
48,Echostar 18,2016-039B,2016-06-18," Kourou, French Guiana", Ariane 5,Echostar Communications Corporation (United States)
49,EchoStar 19,2016-079A,2016-12-18," Cape Canaveral, United States", Atlas V,"Echostar Communications Corporation (United States); Hughes Network Systems, LLC (United States)"
50,EUTE 65W,2016-014A,2016-03-09," Kourou, French Guiana", Ariane 5 ECA,Unknown (International)
51,Eute 9B,2016-005A,2016-01-29," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-M,European Telecommunications Satellite Consortium (International)
52,Eutelsat 117W B,2016-038B,2016-06-15," Cape Canaveral, United States", Falcon 9 Full Thrust,European Telecommunications Satellite Consortium (Mexico)
53,ExoMars 2016,2016-017A,2016-03-14," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-M,European Space Agency (International)
54,Fengyun 4A,2016-077A,2016-12-10," Xichang, Peoples Republic of China", Long March 3B,Chinese Academy of Sciences (Peoples Republic of China)
55,Flock 2P 10,2016-040P,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
56,Flock 2P 11,2016-040K,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
57,Flock 2P 12,2016-040R,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
58,Flock 2P 2,2016-040L,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
59,Flock 2P 3,2016-040V,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
60,Flock 2P 4,2016-040N,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
61,Flock 2P 5,2016-040T,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
62,Flock 2P 6,2016-040H,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
63,Flock 2P 7,2016-040S,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
64,Flock 2P 8,2016-040Q,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
65,Flock 2P 9,2016-040M,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
66,Flock 2P1,2016-040U,2016-06-22," Sriharikota, India", PSLV-XL,"Planet Labs, Inc. (United States)"
67,Galileo 13,2016-030B,2016-05-24," Kourou, French Guiana", Soyuz,European Space Agency (International)
68,Galileo 14,2016-030A,2016-05-24," Kourou, French Guiana", Soyuz,European Space Agency (International)
69,Galileo 15,2016-069A,2016-11-17," Kourou, French Guiana", Ariane 5,European Space Agency (International)
70,Galileo 16,2016-069B,2016-11-17," Kourou, French Guiana", Ariane 5,European Space Agency (International)
71,Galileo 17,2016-069C,2016-11-17," Kourou, French Guiana", Ariane 5,European Space Agency (International)
72,Galileo 18,2016-069D,2016-11-17," Kourou, French Guiana", Ariane 5,European Space Agency (International)
73,Gaofen 3,2016-049A,2016-08-09," Taiyuan, Peoples Republic of China", Long March 4C,Unknown (Peoples Republic of China)
74,GHGSat-D,2016-040D,2016-06-22," Sriharikota, India", PSLV-XL,Unknown (Canada)
75,GOES-R,2016-071A,2016-11-19," Cape Canaveral, United States", Atlas V,National Oceanic and Atmospheric Administration (United States)
76,Gokturk 1A,2016-073A,2016-12-05," Kourou, French Guiana", Vega,Unknown (Turkey)
77,GOMX 3,1998067HA,2016-10-18," , ", ,Unknown (Denmark)
78,GSAT 18,2016-060A,2016-10-05," Kourou, French Guiana", Ariane 5 ECA,Indian Space Research Organization (India)
79,Himawari 9,2016-064A,2016-11-02," Tanegashima, Japan", H-2A,Unknown (Japan)
80,Horyu 4,2016-012D,2016-02-17," Tanegashima, Japan", H-2A,Unknown (Japan)
81,HTV-6,2016-076A,2016-12-09," Tanegashima, Japan", H-2B,Japan Aerospace Exploration Agency (Japan)
82,INSAT 3DR,2016-054A,2016-09-08," Sriharikota, India", GSLV-MkII,Indian Space Research Organization (India)
83,Intelsat 29E,2016-004A,2016-01-27," Kourou, French Guiana", Ariane 5 ECA,International Telecommunications Satellite Corporation (United States)
84,Intelsat 31,2016-035A,2016-06-09," Tyuratam (Baikonur Cosmodrome), Russia", Proton-M,International Telecommunications Satellite Corporation (International)
85,Intelsat 33E,2016-053B,2016-08-24," Kourou, French Guiana", Ariane 5,International Telecommunications Satellite Corporation (United States)
86,Intelsat 36,2016-053A,2016-08-24," Kourou, French Guiana", Ariane 5,International Telecommunications Satellite Corporation (United States)
87,IRNSS 1F,2016-015A,2016-03-10," Sriharikota, India", PSLV-XL,Indian Space Research Organization (India)
88,IRNSS 1G,2016-027A,2016-04-28," Sriharikota, India", PSLV-XL,Indian Space Research Organization (India)
89,IRNSS-1E,2016-003A,2016-01-20," Sriharikota, India", PSLV,Indian Space Research Organization (India)
90,Jason 3,2016-002A,2016-01-17," Vandenberg AFB, United States", Falcon 9,National Aeronautics and Space Administration (International); Centre National d'Etudes Spatiales (International); National Oceanic and Atmospheric Administration (International); EUMETSAT (International)
91,JCSAT 14,2016-028A,2016-05-06," Cape Canaveral, United States", Falcon 9 Full Thrust,Unknown (Japan)
92,JCSAT 15,2016-082A,2016-12-21," Kourou, French Guiana", Ariane 5 ECA,Japan Communication Satellite Company (Japan)
93,JCSAT 16,2016-050A,2016-08-14," Cape Canaveral, United States", Falcon 9 Full Thrust,Unknown (Japan)
94,LAPAN A3,2016-040E,2016-06-22," Sriharikota, India", PSLV-XL,Unknown (Indonesia)
95,Lemur 2-09,2016-019D,2016-03-19," Cape Canaveral, United States", Atlas V 401,"Spire Global, Inc. (United States)"
96,Lemur 2-10,2016-019B,2016-03-19," Cape Canaveral, United States", Atlas V 401,"Spire Global, Inc. (United States)"
97,Lemur 2-11,2016-019C,2016-03-19," Cape Canaveral, United States", Atlas V 401,"Spire Global, Inc. (United States)"
98,Lemur 2-12,2016-019E,2016-03-19," Cape Canaveral, United States", Atlas V 401,"Spire Global, Inc. (United States)"
99,Lemur 2-14,2016-062D,2016-10-17," Wallops Island, United States", Antares,"Spire Global, Inc. (United States)"
100,Lemur 2-15,2016-062C,2016-10-17," Cape Canaveral, United States", Atlas V 401,"Spire Global, Inc. (United States)"
101,Lemur 2-16,2016-062E,2016-10-17," Wallops Island, United States", Unknown,"Spire Global, Inc. (United States)"
102,Lemur 2-17,2016-062F,2016-10-17," Wallops Island, United States", Unknown,"Spire Global, Inc. (United States)"
103,LISHUI 1-01,2016-066E,2016-11-09," Jiuquan, Peoples Republic of China", Long March 11,Unknown (Peoples Republic of China)
104,LX-1,2016-051C,2016-08-15," Jiuquan, Peoples Republic of China", Long March 2D,Chinese Academy of Sciences (Peoples Republic of China)
105,M3MSat,2016-040G,2016-06-22," Sriharikota, India", PSLV-XL,Canadian Space Agency (Canada)
106,MICROSCOPE,2016-025B,2016-04-25," Kourou, French Guiana", Soyuz 2,Centre National d'Etudes Spatiales (France)
107,MinXSS,1998067HU,2016-05-16," , ", ,Unknown (United States)
108,MUOS 5,2016-041A,2016-06-24," Cape Canaveral, United States", Atlas V,United States Naval Academy (United States)
109,MVL 300,2016-026A,2016-04-28," Vostochny Cosmodrome, Russia", Soyuz-2.1a,Unknown (Russia)
110,Navstar 76,2016-007A,2016-02-05," Cape Canaveral, United States", Atlas V 401,United States Air Force Academy (United States)
111,Nodes 1,1998067HX,2016-05-16," , ", ,National Aeronautics and Space Administration (United States)
112,Nodes 2,1998067HY,2016-05-16," , ", ,National Aeronautics and Space Administration (United States)
113,NuSat 1,2016-033B,2016-05-30," Taiyuan, Argentina", Long March 4B,Unknown (Argentina)
114,NuSat 2,2016-033C,2016-05-30," Taiyuan, Argentina", Long March 4B,Unknown (Argentina)
115,Ofeq 11,2016-056A,2016-09-13," Palmahim, Israel", Shavit,Unknown (Israel)
116,ONSAT,1998067KZ,2016-01-20," , ", ,Unknown (United States)
117,OptiCube 4,2016-067D,2016-11-11," Vandenberg AFB, United States", Atlas V 401,National Aeronautics and Space Administration (United States)
118,OSIRIS-REx,2016-055A,2016-09-08," Cape Canaveral, United States", Atlas V,National Aeronautics and Space Administration (United States)
119,OUFTI-1,2016-025C,2016-04-25," Kourou, French Guiana", Soyuz,unknown
120,Pathfinder 1,2016-059E,2016-09-26," Sriharikota, India", PSLV,Unknown (United States)
121,Perusat 1,2016-058A,2016-09-16," Kourou, French Guiana", Vega,Unknown (Peru)
122,PINA 2A,2016-066C,2016-11-09," Jiuquan, Peoples Republic of China", Long March 11,Unknown (Peoples Republic of China)
123,PINA 2B,2016-066D,2016-11-09," Jiuquan, Peoples Republic of China", Long March 11,Unknown (Peoples Republic of China)
124,PISat,2016-059B,2016-09-26," Sriharikota, India", PSLV,Unknown (India)
125,Pratham,2016-059A,2016-09-26," Sriharikota, India", PSLV,Unknown (India)
126,Progress MS-02,2016-022A,2016-03-31," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-2.1a,Unknown (Kazakhstan)
127,PROGRESS MS-03,2016-045A,2016-07-16," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Russian Space Agency (International); National Aeronautics and Space Administration (International)
128,Prometheus 2-1,2016-067G,2016-11-11," Vandenberg AFB, United States", Atlas V 401,Unknown (United States)
129,Prometheus 2-3,2016-067H,2016-11-11," Vandenberg AFB, United States", Atlas V 401,Unknown (United States)
130,QSS,2016-051A,2016-08-15," Jiuquan, Peoples Republic of China", Long March 2D,Chinese Academy of Sciences (Peoples Republic of China)
131,RAVAN,2016-067B,2016-11-11," Vandenberg AFB, United States", Atlas V 401,Unknown (United States)
132,Reentry Shroud,2016-042D,2016-06-25," Wenchang, Peoples Republic of China", Long March 7,Unknown (Peoples Republic of China)
133,Resourcesat 2A,2016-074A,2016-12-07," Sriharikota, India", PSLV,Indian Space Research Organization (India)
134,RESURS P3,2016-016A,2016-03-13," Tyuratam (Baikonur Cosmodrome), Russia", Soyuz-2.1b,Unknown (Russia)
135,SamSat 218D,2016-026C,2016-04-28," Vostochny Cosmodrome, Russia", Soyuz-2.1a,Unknown (Russia)
136,Sathyabamasat,2016-040B,2016-06-22," Sriharikota, India", PSLV-XL,Unknown (India)
137,SCATSAT,2016-059H,2016-09-26," Sriharikota, India", PSLV,Indian Space Research Organization (India)
138,Sentinel 1B,2016-025A,2016-04-25," Kourou, French Guiana", Soyuz,European Space Agency (International)
139,Sentinel 3A,2016-011A,2016-02-16," Plesetsk, Russia", Rokot/Breeze-KM,European Space Agency (International)
140,SES 9,2016-013A,2016-03-04," Cape Canaveral, United States", Falcon 9 Full Thrust,SES (United States)
141,Shenzhou 11,2016-061A,2016-10-16," Jiuquan, Peoples Republic of China", Long March 2F,China National Space Administration (Peoples Republic of China)
142,Shijian 10,2016-023A,2016-04-05," Jiuquan, Peoples Republic of China", Long March 2D,Chinese Academy of Sciences (International); European Space Agency (International); Japan Aerospace Exploration Agency (International)
143,Shijian 16-02,2016-043A,2016-06-29," Jiuquan, Peoples Republic of China", Long March 4B,Unknown (Peoples Republic of China)
144,Shijian 17,2016-065A,2016-11-03," Wenchang, Peoples Republic of China", Long March 5,Chinese Research Institute of Space Technology (Peoples Republic of China)
145,SJ 10,2016-023E,2016-04-05," Jiuquan, Peoples Republic of China", Long March 2D,Unknown (Peoples Republic of China)
146,Sky Muster II,2016-060B,2016-10-05," Kourou, French Guiana", Ariane 5 ECA,Unknown (Australia)
147,Skysat C1,2016-040C,2016-06-22," Sriharikota, India", PSLV-XL,Unknown (United States)
148,SkySat C2,2016-058D,2016-09-16," Kourou, French Guiana", Vega,unknown
149,SkySat C3,2016-058E,2016-09-16," Kourou, French Guiana", Vega,Unknown (United States)
150,SkySat C4,2016-058B,2016-09-16," Kourou, French Guiana", Vega,Unknown (United States)
151,SkySat C5,2016-058C,2016-09-16," Kourou, French Guiana", Vega,Unknown (United States)
152,Soyuz MS-01,2016-044A,2016-07-07," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz FG,Russian Space Agency (International); National Aeronautics and Space Administration (International); Japan Aerospace Exploration Agency (International)
153,Soyuz MS-02,2016-063A,2016-10-19," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz FG,Russian Space Agency (Russia); NASA-Office of Manned Space Flight (United States)
154,Soyuz-TMA 20M,2016-018A,2016-03-18," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz FG,Russian Space Agency (Russia)
155,SpaceX CRS-8,2016-024A,2016-04-08," Cape Canaveral, United States", Falcon 9 Full Thrust,National Aeronautics and Space Administration (United States)
156,SpaceX CRS-9,2016-046A,2016-07-18," Cape Canaveral, United States", Falcon 9 Full Thrust,National Aeronautics and Space Administration (United States)
157,Spark 1,2016-081C,2016-12-21," Jiuquan, Peoples Republic of China", Long March 2D,Chinese Academy of Sciences (Peoples Republic of China)
158,Spark 2,2016-081D,2016-12-21," Jiuquan, Peoples Republic of China", Long March 2D,Chinese Academy of Sciences (Peoples Republic of China)
159,Star One D1,2016-082B,2016-12-21," Kourou, French Guiana", Ariane 5 ECA,Embratel (Brazil)
160,STARS C,1998067KR,2016-12-19," , ", ,Unknown (Japan)
161,STMSat 1,1998067HW,2016-05-16," , ", ,Unknown (United States)
162,SuperView-1 01,2016-083A,2016-12-28," Taiyuan, Peoples Republic of China", Long March 2D,Unknown (Peoples Republic of China)
163,SuperView-1 02,2016-083B,2016-12-28," Taiyuan, Peoples Republic of China", Long March 2D,Unknown (Peoples Republic of China)
164,Swayam,2016-040J,2016-06-22," Sriharikota, India", PSLV-XL,Unknown (India)
165,Tancredo 1,1998067KT,2016-01-20," , ", ,Unknown (Brazil)
166,TanSat,2016-081A,2016-12-21," Jiuquan, Peoples Republic of China", Long March 2D,Chinese Academy of Sciences (Peoples Republic of China)
167,THAICOM 8,2016-031A,2016-05-27," Cape Canaveral, United States", Falcon 9 Full Thrust,Orbital Sciences Corp (Thailand)
168,Tiange 1,2016-042L,2016-06-25," Wenchang, Peoples Republic of China", Long March 7,Unknown (Peoples Republic of China)
169,Tiange 2,2016-042M,2016-06-25," Wenchang, Peoples Republic of China", Long March 7,Unknown (Peoples Republic of China)
170,Tiangong-2,2016-057A,2016-09-15," Jiuquan, Peoples Republic of China", Long March 2F,China National Space Administration (Peoples Republic of China)
171,Tianlian 1-04,2016-072A,2016-11-22," Xichang, Peoples Republic of China", Long March 3C,Chinese Research Institute of Space Technology (Peoples Republic of China)
172,Tiantong-1 1,2016-048A,2016-08-05," Xichang, Peoples Republic of China", Long March 3B,Unknown (Peoples Republic of China)
173,Tomsk-TPU 120,1998067MZ,2016-03-31," , ", ,Unknown (Russia)
174,USA 267,2016-010A,2016-02-10," Vandenberg AFB, United States", Delta IV,National Reconnaissance Office (United States)
175,USA 268,2016-036A,2016-06-11," Cape Canaveral, United States", Delta IV,United States Air Force Academy (United States)
176,USA 269,2016-047A,2016-07-28," Cape Canaveral, United States", Atlas V,National Reconnaissance Office (United States)
177,USA 270,2016-052A,2016-08-19," Cape Canaveral, United States", Delta IV,United States Air Force Academy (United States)
178,USA 271,2016-052B,2016-08-19," Cape Canaveral, United States", Delta IV,United States Air Force Academy (United States)
179,WGS 8,2016-075A,2016-12-07," Cape Canaveral, United States", Delta IV,United States Air Force Academy (United States)
180,WorldView 4,2016-067A,2016-11-11," Vandenberg AFB, United States", Atlas V 401,Unknown (United States)
181,XIAOXIANG 1,2016-066B,2016-11-09," Jiuquan, Peoples Republic of China", Long March 11,Unknown (Peoples Republic of China)
182,XPNAV-1,2016-066A,2016-11-09," Jiuquan, Peoples Republic of China", Long March 11,Chinese Research Institute of Space Technology (Peoples Republic of China)
183,Yaogan 30,2016-029A,2016-05-15," Jiuquan, Peoples Republic of China", Long March 2D,Unknown (Peoples Republic of China)
184,Yijian,2016-081B,2016-12-21," Jiuquan, Japan", Long March 2D,Chinese Academy of Sciences (Peoples Republic of China)
185,Yunhai 1,2016-068A,2016-11-11," Jiuquan, Peoples Republic of China", Long March 11,Unknown (Peoples Republic of China)
186,ZY 3 2,2016-033A,2016-05-30," Taiyuan, Peoples Republic of China", Long March 4B,Unknown (Peoples Republic of China)
