,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
85,Fengyun 1A,1988-080A,1988-09-06," Taiyuan, Peoples Republic of China", Long March 4,Chinese Meteorological Administration (Peoples Republic of China)
86,Foton  4,1988-031A,1988-04-14," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
87,Gorizont 15,1988-028A,1988-03-31," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton-K,Unknown (U.S.S.R)
88,Gorizont 16,1988-071A,1988-08-18," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton-K,Unknown (U.S.S.R)
89,GSTAR 3,1988-081A,1988-09-08," Kourou, French Guiana", Ariane 3,"GE American Communications, Inc. (United States)"
90,INSAT 1C,1988-063A,1988-07-21," Kourou, French Guiana", Ariane 3,Indian Space Research Organization (India)
91,INTELSAT 5A F-13,1988-040A,1988-05-17," Kourou, French Guiana", Ariane 2,International Telecommunications Satellite Corporation (International)
92,IRS-1A,1988-021A,1988-03-17," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Vostok,Indian Space Research Organization (India)
93,KH 11-9,1988-099A,1988-11-06," Vandenberg AFB, United States", Titan 34D,Department of Defense-Department of the Air Force (United States)
94,Lacrosse 1,1988-106B,1988-12-02," Cape Canaveral, United States", Shuttle,National Reconnaissance Office (United States)
95,Meteor 2-17,1988-005A,1988-01-30," Plesetsk, U.S.S.R", Tsiklon-3,Unknown (U.S.S.R)
96,Meteor 3-2,1988-064A,1988-07-26," Plesetsk, U.S.S.R", Tsiklon-3,Unknown (U.S.S.R)
97,Meteosat 3,1988-051A,1988-06-15," Kourou, French Guiana", Ariane 44LP,EUMETSAT (International)
98,Molniya 1-71,1988-017A,1988-03-11," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Molniya,Unknown (U.S.S.R)
99,Molniya 1-72,1988-022A,1988-03-17," Plesetsk, U.S.S.R", Molniya,Unknown (U.S.S.R)
100,Molniya 1-73,1988-069A,1988-08-12," Plesetsk, U.S.S.R", Molniya,Unknown (U.S.S.R)
101,Molniya 1-74,1988-115A,1988-12-28," Plesetsk, U.S.S.R", Molniya,Unknown (U.S.S.R)
102,Molniya 3-32,1988-044A,1988-05-26," Plesetsk, U.S.S.R", Molniya,Unknown (U.S.S.R)
103,Molniya 3-33,1988-090A,1988-09-29," Plesetsk, U.S.S.R", Molniya,Unknown (U.S.S.R)
104,Molniya 3-34,1988-112A,1988-12-22," Plesetsk, U.S.S.R", Molniya,Unknown (U.S.S.R)
105,NOAA 11,1988-089A,1988-09-24," Vandenberg AFB, United States", Atlas E,NASA-Office of Space Science Applications (United States); NOAA National Environmental Satellite Service (United States)
106,NOSS  9,1988-078A,1988-09-05," Vandenberg AFB, United States", Atlas,Department of Defense-Department of the Navy (United States)
107,NOVA II,1988-052A,1988-06-16," Vandenberg AFB, United States", Scout,Department of Defense-Department of the Navy (United States)
108,Ofeq 1,1988-087A,1988-09-19," Palmahim, Israel", Shavit,Israeli Space Agency (Israel)
109,Okean 1,1988-056A,1988-07-05," Plesetsk, U.S.S.R", Tsiklon-3,Unknown (U.S.S.R)
110,OSCAR 13,1988-051B,1988-06-15," Kourou, French Guiana", Ariane 44LP,Radio Amateur Satellite Corporation (International)
111,PANAMSAT 1,1988-051C,1988-06-15," Kourou, French Guiana", Ariane 44LP,Pan American Satellite (United States)
112,Phobos 1,1988-058A,1988-07-07," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton-K,Institut Kosmicheskich Issledovaniy(Inst. of Cosmophysical Research) (U.S.S.R)
113,Phobos 2,1988-059A,1988-07-12," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton-K,Institut Kosmicheskich Issledovaniy(Inst. of Cosmophysical Research) (U.S.S.R)
114,PRC 22,1988-014A,1988-03-07," Xichang, Peoples Republic of China", Long March 3,Unknown (Peoples Republic of China)
115,PRC 23,1988-067A,1988-08-05," Jiuquan, Peoples Republic of China", Long March 2C,Unknown (Peoples Republic of China)
116,PRC 25,1988-111A,1988-12-22," Xichang, Peoples Republic of China", Long March 3,Unknown (Peoples Republic of China)
117,Progress 34,1988-003A,1988-01-20," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton-K,Unknown (U.S.S.R)
118,Progress 35,1988-024A,1988-03-23," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
119,Progress 36,1988-038A,1988-05-13," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
120,Progress 37,1988-061A,1988-07-18," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
121,Progress 38,1988-083A,1988-09-09," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
122,Progress 39,1988-114A,1988-12-25," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
123,Raduga 22,1988-095A,1988-10-20," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton,Unknown (U.S.S.R)
124,Sakura-3A,1988-012A,1988-02-19," Tanegashima, Japan", H-1,National Space Development Agency (NASDA) (Japan)
125,Sakura-3B,1988-086A,1988-09-16," Tanegashima, Japan", H-1,National Space Development Agency (NASDA) (Japan)
126,San Marco-D/L,1988-026A,1988-03-25," San Marco Platform, Kenya", Scout,"Centro Ricerche Aerospaziali, Italy (Italy); NASA-Office of Space Science Applications (United States)"
127,SBS 5,1988-081B,1988-09-08," Kourou, French Guiana", Ariane 3,Pan American Satellite (United States)
128,Skynet 4B,1988-109A,1988-12-11," Kourou, French Guiana", Ariane 44LP,"Ministry of Defence, UK (United Kingdom)"
129,Soyuz-TM 5,1988-048A,1988-06-07," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
130,Soyuz-TM 6,1988-075A,1988-08-29," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
131,Soyuz-TM 7,1988-104A,1988-11-26," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
132,Spacenet 3,1988-018A,1988-03-11," Kourou, French Guiana", Ariane 3,"GE American Communications, Inc. (United States)"
133,STS  26,1988-091A,1988-09-29," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
134,STS  27,1988-106A,1988-12-02," Cape Canaveral, United States", Shuttle,Department of Defense (United States); NASA-Office of Space Flight (United States)
135,TDF 1,1988-098A,1988-10-28," Kourou, French Guiana", Ariane 2,European Telecommunications Satellite Consortium (France)
136,TDRS-C,1988-091B,1988-09-29," Cape Canaveral, United States", Shuttle,NASA-Office of Tracking and Data Acquisition (United States)
137,TELECOM 1C,1988-018B,1988-03-11," Kourou, French Guiana", Ariane 3,France Telecom (France)
138,Transit-O 23,1988-033A,1988-04-26," Vandenberg AFB, United States", Scout,Department of Defense-Department of the Navy (United States)
139,Transit-O 25,1988-074A,1988-08-25," Vandenberg AFB, United States", Scout,Department of Defense-Department of the Navy (United States)
140,Transit-O 31,1988-074B,1988-08-25," Vandenberg AFB, United States", Scout,Department of Defense-Department of the Navy (United States)
141,Transit-O 32,1988-033B,1988-04-26," Vandenberg AFB, United States", Scout,Department of Defense-Department of the Navy (United States)
142,USA  30,1988-008A,1988-02-08," Cape Canaveral, United States", Delta 3924,Unknown (United States)
143,USA  31,1988-077A,1988-09-02," Cape Canaveral, United States", Titan 34D,Department of Defense (United States)
