,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
15,Cosmos 2424,2006-062C,2006-12-25," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (Russia)
16,Cosmos 2425,2006-062A,2006-12-25," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (Russia)
17,Cosmos 2426,2006-062B,2006-12-25," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (Russia)
18,Cute 1.7,2006-005C,2006-02-21," Uchinoura Space Center, Japan", M-5,Tokyo Institute of Technology (Japan)
19,DirecTV 9S,2006-043A,2006-10-13," Kourou, French Guiana", Ariane 5 ECA,Unknown (United States)
20,DMSP 5D-3/F17,2006-050A,2006-11-04," Vandenberg AFB, United States", Delta IV,Department of Defense (United States)
21,Echostar 10,2006-003A,2006-02-15," Odyssey (Sea Launch Platform), ", Zenit 3SL,Unknown (United States)
22,EROS B-1,2006-014A,2006-04-25," Svobodniy, Russia"," ICBM RS-12M Topol or SS-25 Sickle, 3-stage SRM",Unknown (Israel)
23,Fengyun 2D,2006-053A,2006-12-08," Xichang, Peoples Republic of China", Long March 3A,Unknown (Peoples Republic of China)
24,Formosat 3A,2006-011A,2006-04-15," Vandenberg AFB, United States", Minotaur 1,unknown
25,Formosat 3B,2006-011B,2006-04-15," Vandenberg AFB, United States", Minotaur 1,unknown
26,Formosat 3C,2006-011C,2006-04-15," Vandenberg AFB, United States", Minotaur 1,unknown
27,Formosat 3D,2006-011D,2006-04-15," Vandenberg AFB, United States", Minotaur 1,unknown
28,Formosat 3E,2006-011E,2006-04-15," Vandenberg AFB, United States", Minotaur 1,unknown
29,Formosat 3F,2006-011F,2006-04-15," Vandenberg AFB, United States", Minotaur 1,unknown
30,Galaxy 16,2006-023A,2006-06-18," Odyssey (Sea Launch Platform), ", Zenit 3SL,Pan American Satellite (United States)
31,GeneSat 1,2006-058C,2006-12-16," Wallops Island, United States", Minotaur 1,National Aeronautics and Space Administration (United States)
32,Genesis 1,2006-029A,2006-07-12," Yasni, Russia", Dnepr,Unknown (United States)
33,GOES 13,2006-018A,2006-05-24," Cape Canaveral, United States", Delta IV,National Oceanic and Atmospheric Administration (United States)
34,GPS 2R-15,2006-042A,2006-09-25," Cape Canaveral, United States", Delta II,Unknown (United States)
35,Hinode,2006-041A,2006-09-22," Uchinoura Space Center, Japan", ISAS MV,"Institute of Space and Aeronautical Science, U of Tokyo (Japan); National Aeronautics and Space Administration (United States); Unknown (Federal Republic of Germany); Unknown (United Kingdom)"
36,HITSat,2006-041F,2006-09-22," Uchinoura Space Center, Japan", ISAS MV,Hokkaido Institude of Technology (Japan)
37,Hot Bird 7A,2006-007B,2006-03-11," Kourou, French Guiana", Ariane 5 ECA,European Telecommunications Satellite Consortium (International)
38,Hot Bird 8,2006-032A,2006-08-04," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-M,European Telecommunications Satellite Consortium (International)
39,IGS 3A,2006-037A,2006-09-11," Tanegashima, Japan", H-2A,Unknown (Japan)
40,JCSat 10,2006-033A,2006-08-11," Kourou, French Guiana", Ariane 5,Unknown (Japan)
41,JCSAT 9,2006-010A,2006-04-12," Odyssey (Sea Launch Platform), ", Zenit 3SL,Unknown (Japan)
42,KazSat 1,2006-022A,2006-06-17," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (Kazakhstan)
43,Kiku 8,2006-059A,2006-12-18," Tanegashima, Japan", H-2A,Unknown (Japan)
44,KOMPASS 2,2006-019A,2006-05-26," Russian Submarine in Barents Sea, ", Shtil 1,Izmiran (Russia)
45,Kompsat 2,2006-031A,2006-07-28," Plesetsk, Russia", Rokot,Korea Aerospace Research Institute (South Korea)
46,KoreaSat 5,2006-034A,2006-08-22," Odyssey (Sea Launch Platform), ", Zenit 3SL,Unknown (South Korea)
47,LDREX 2,2006-043C,2006-10-13," Kourou, French Guiana", Ariane 5 ECA,Japan Aerospace Exploration Agency (Japan)
48,MARScom,2006-055D,2006-12-10," Cape Canaveral, United States", Shuttle,unknown
49,MEASat 3,2006-056A,2006-12-11," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-M,Unknown (Malaysia)
50,MEPSI 2,2006-055B,2006-12-10," Cape Canaveral, United States", Shuttle,unknown
51,Meridian,2006-061A,2006-12-24," Plesetsk, Russia", Soyuz 2,Unknown (Russia)
52,METOP-A,2006-044A,2006-10-19," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz 2,European Space Agency (International); EUMETSAT (International)
53,MTSat 2,2006-004A,2006-02-18," Tanegashima, Japan", H-2A,Japan Aerospace Exploration Agency (Japan)
54,Navstar 59,2006-052A,2006-11-17," Cape Canaveral, United States", Delta II,Unknown (United States)
55,New Horizons Pluto Kuiper Belt Flyby,2006-001A,2006-01-19," Cape Canaveral, United States", Atlas V,National Aeronautics and Space Administration (United States)
56,OPTUS D1,2006-043B,2006-10-13," Kourou, French Guiana", Ariane 5 ECA,Unknown (Australia)
57,Progress M-56,2006-013A,2006-04-24," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
58,Progress M-57,2006-025A,2006-06-24," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
59,Progress M-58,2006-045A,2006-10-23," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (Russia)
60,RAFT 1,2006-055C,2006-12-10," Cape Canaveral, United States", Shuttle,unknown
61,Remote Sensing Satellite 1,2006-015A,2006-04-26," Taiyuan, Peoples Republic of China", Long March 4B,Unknown (Peoples Republic of China)
62,Resurs DK-1,2006-021A,2006-06-15," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
63,SAR Lupe 1,2006-060A,2006-12-19," Plesetsk, Russia", Cosmos,Bundesministerium der Verteidigung (Federal Republic of Germany)
64,SatMex 6,2006-020A,2006-05-27," Kourou, French Guiana", Ariane 5 ECA,Unknown (Mexico)
65,Shijian 6C,2006-046A,2006-10-23," Taiyuan, Peoples Republic of China", Long March 4B,China National Space Administration (Peoples Republic of China)
66,Shijian 6D,2006-046B,2006-10-23," Taiyuan, Peoples Republic of China", Long March 4B,China National Space Administration (Peoples Republic of China)
67,Shijian 8,2006-035A,2006-09-09," Jiuquan, Peoples Republic of China", Long March 2C,China National Space Administration (Peoples Republic of China)
68,Sinosat 2,2006-048A,2006-10-28," Xichang, Peoples Republic of China", Long March 3B,Unknown (Peoples Republic of China)
69,Soyuz-TMA 8,2006-009A,2006-03-30," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Russian Space Agency (Russia)
70,Soyuz-TMA 9,2006-040A,2006-09-18," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz FG,Unknown (Russia)
71,SpainSat,2006-007A,2006-03-11," Kourou, French Guiana", Ariane 5 ECA,Unknown (Spain)
72,ST5-A,2006-008A,2006-03-22," Vandenberg AFB, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
73,ST5-B,2006-008B,2006-03-22," Vandenberg AFB, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
74,ST5-C,2006-008C,2006-03-22," Vandenberg AFB, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
75,STEREO A,2006-047A,2006-10-26," Cape Canaveral, United States", Delta II,National Aeronautics and Space Administration (United States)
76,STEREO B,2006-047B,2006-10-26," Cape Canaveral, United States", Delta II,National Aeronautics and Space Administration (United States)
77,STS 115,2006-036A,2006-09-09," Cape Canaveral, United States", Shuttle,Unknown (United States)
78,STS 116,2006-055A,2006-12-10," Cape Canaveral, United States", Shuttle,National Aeronautics and Space Administration (United States)
79,STS 121,2006-028A,2006-07-04," Cape Canaveral, United States", Shuttle,Unknown (United States)
80,Syracuse 3B,2006-033B,2006-08-11," Kourou, French Guiana", Ariane 5 ECA,"Ministry of Defense, France (France)"
81,TacSat 2,2006-058A,2006-12-16," Wallops Island, United States", Minotaur 1,Department of Defense-Department of the Air Force (United States); National Aeronautics and Space Administration (United States)
82,Thaicom 5,2006-020B,2006-05-27," Kourou, French Guiana", Ariane 5 ECA,Unknown (Thailand)
83,USA 184,2006-027A,2006-06-28," Vandenberg AFB, United States", Delta IV,National Aeronautics and Space Administration (United States); Department of Energy (United States); National Reconnaissance Office (United States)
84,USA 187,2006-024A,2006-06-21," Cape Canaveral, United States", Delta II,Unknown (United States)
85,USA 188,2006-024B,2006-06-21," Cape Canaveral, United States", Delta II,Unknown (United States)
86,USA 189,2006-024C,2006-06-21," Cape Canaveral, United States", Delta II,Unknown (United States)
87,USA 193,2006-057A,2006-12-14," Vandenberg AFB, United States", Delta II 7920,National Reconnaissance Office (United States)
88,WildBlue 1,2006-054A,2006-12-08," Kourou, French Guiana", Ariane 5 ECA,Unknown (United States)
89,XM 4,2006-049A,2006-10-30," Odyssey (Sea Launch Platform), ", Zenit 3SL,Unknown (United States)
90,Zhongxing 22A,2006-038A,2006-09-12," Xichang, Peoples Republic of China", Long March 3A,Unknown (Peoples Republic of China)
