,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
33,Cosmos  919,1977-051A,1977-06-18," Plesetsk, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
34,Cosmos  920,1977-052A,1977-06-22," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Soyuz,Unknown (U.S.S.R)
35,Cosmos  921,1977-055A,1977-06-24," Plesetsk, U.S.S.R", Tsiklon,Unknown (U.S.S.R)
36,Cosmos  922,1977-058A,1977-06-30," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
37,Cosmos  923,1977-059A,1977-07-01," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
38,Cosmos  924,1977-060A,1977-07-05," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
39,Cosmos  925,1977-061A,1977-07-07," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
40,Cosmos  926,1977-062A,1977-07-08," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
41,Cosmos  927,1977-063A,1977-07-12," Plesetsk, U.S.S.R", Soyuz,Unknown (U.S.S.R)
42,Cosmos  928,1977-064A,1977-07-13," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
43,Cosmos  929,1977-066A,1977-07-17," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage,Unknown (U.S.S.R)
44,Cosmos  930,1977-067A,1977-07-19," Plesetsk, U.S.S.R", Kosmos-3,Unknown (U.S.S.R)
45,Cosmos  931,1977-068A,1977-07-20," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
46,Cosmos  932,1977-069A,1977-07-20," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
47,Cosmos  933,1977-070A,1977-07-22," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
48,Cosmos  934,1977-072A,1977-07-27," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
49,Cosmos  935,1977-073A,1977-07-29," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
50,Cosmos  937,1977-077A,1977-08-24," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-9 (SCARP) or SS-13 (SCRAG) with Orbital and Maneuverable,Unknown (U.S.S.R)
51,Cosmos  938,1977-078A,1977-08-24," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
52,Cosmos  939,1977-079A,1977-08-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
53,Cosmos  940,1977-079B,1977-08-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
54,Cosmos  941,1977-079C,1977-08-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
55,Cosmos  942,1977-079D,1977-08-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
56,Cosmos  943,1977-079E,1977-08-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
57,Cosmos  944,1977-079F,1977-08-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
58,Cosmos  945,1977-079G,1977-08-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
59,Cosmos  946,1977-079H,1977-08-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
60,Cosmos  947,1977-081A,1977-08-27," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
61,Cosmos  948,1977-083A,1977-09-02," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
62,Cosmos  949,1977-085A,1977-09-06," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
63,Cosmos  950,1977-086A,1977-09-13," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
64,Cosmos  951,1977-087A,1977-09-13," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
65,Cosmos  952,1977-088A,1977-09-16," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Tsiklon-2,Unknown (U.S.S.R)
66,Cosmos  953,1977-089A,1977-09-16," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
67,Cosmos  954,1977-090A,1977-09-18," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Tsiklon-2,Unknown (U.S.S.R)
68,Cosmos  955,1977-091A,1977-09-20," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
69,Cosmos  956,1977-095A,1977-09-23," Plesetsk, U.S.S.R", Unknown,Unknown (U.S.S.R)
70,Cosmos  957,1977-098A,1977-09-30," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
71,Cosmos  958,1977-100A,1977-10-11," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
72,Cosmos  959,1977-101A,1977-10-21," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
73,Cosmos  960,1977-103A,1977-10-25," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
74,Cosmos  961,1977-104A,1977-10-26," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-9 (SCARP) or SS-13 (SCRAG) with Orbital and Maneuverable,Unknown (U.S.S.R)
75,Cosmos  962,1977-107A,1977-10-28," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
76,Cosmos  963,1977-109A,1977-11-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
77,Cosmos  964,1977-110A,1977-12-04," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
78,Cosmos  965,1977-111A,1977-12-08," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
79,Cosmos  966,1977-115A,1977-12-12," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
80,Cosmos  967,1977-116A,1977-12-13," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
81,Cosmos  968,1977-119A,1977-12-16," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
82,Cosmos  969,1977-120A,1977-12-20," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
83,Cosmos  970,1977-121A,1977-12-21," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-9 (SCARP) or SS-13 (SCRAG) with Orbital and Maneuverable,Unknown (U.S.S.R)
84,Cosmos  971,1977-122A,1977-12-23," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
85,Cosmos  972,1977-123A,1977-12-27," Plesetsk, U.S.S.R", Unknown,Unknown (U.S.S.R)
86,Cosmos  973,1977-124A,1977-12-27," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
87,DMSP 5D-1/F02,1977-044A,1977-06-05," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
88,DSCS II-07,1977-034A,1977-05-12," Cape Canaveral, United States", Titan III-C,Department of Defense-Department of the Air Force (United States)
89,DSCS II-08,1977-034B,1977-05-12," Cape Canaveral, United States", Titan III-C,Department of Defense-Department of the Air Force (United States)
90,DSP F7,1977-007A,1977-02-06," Cape Canaveral, United States", Titan III-C,Department of Defense-Department of the Air Force (United States)
91,Ekran  2,1977-092A,1977-09-20," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
92,ESA-GEOS 1,1977-029A,1977-04-20," Cape Canaveral, United States", Delta,European Space Agency (International)
93,GMS 1,1977-065A,1977-07-14," Cape Canaveral, United States", Delta,National Space Development Agency (NASDA) (Japan); NASA-Office of Space Science Applications (United States)
94,GOES  2,1977-048A,1977-06-16," Cape Canaveral, United States", Delta,NOAA National Environmental Satellite Service (United States); NASA-Office of Space Science Applications (United States)
95,HEAO 1,1977-075A,1977-08-12," Cape Canaveral, United States", Atlas-Centaur,NASA-Office of Space Science (United States)
96,INTELSAT 4A F-4,1977-041A,1977-05-26," Cape Canaveral, United States", Atlas-Centaur,International Telecommunications Satellite Corporation (International)
97,INTELSAT 4A F-5,INT4AF5,1977-09-29," Cape Canaveral, United States", Atlas,International Telecommunications Satellite Corporation (International)
98,Intercosmos 17,1977-096A,1977-09-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
99,ISEE 1,1977-102A,1977-10-22," Cape Canaveral, United States", Delta,NASA-Office of Space Science Applications (United States)
100,ISEE 2,1977-102B,1977-10-22," Cape Canaveral, United States", Delta,European Space Agency (International); NASA-Office of Space Science Applications (United States)
101,ITOS-I,ITOS-I,1977-07-01," Vandenberg AFB, United States", Delta,NOAA National Environmental Satellite Service (United States); NASA-Office of Space and Terrestrial Applications (United States)
102,KH 8-48,1977-019A,1977-03-13," Vandenberg AFB, United States", Titan-Agena,Department of Defense-Department of the Air Force (United States)
103,KH 8-49,1977-094A,1977-09-23," Vandenberg AFB, United States", Titan IIIB-Agena D,Department of Defense-Department of the Air Force (United States)
104,KH 9-13,1977-056A,1977-06-27," Vandenberg AFB, United States", Titan III-D,Department of Defense-Department of the Air Force (United States)
105,Kiku 2,1977-014A,1977-02-23," Tanegashima, Japan", N-1,National Space Development Agency (NASDA) (Japan)
106,Meteor 1-27,1977-024A,1977-04-05," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Soviet Hydrometeorological Service (U.S.S.R)
107,Meteor 1-28,1977-057A,1977-06-29," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Soviet Hydrometeorological Service (U.S.S.R)
108,Meteor 2-2,1977-002A,1977-01-07," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Soviet Hydrometeorological Service (U.S.S.R)
109,Meteor 2-3,1977-117A,1977-12-14," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Soviet Hydrometeorological Service (U.S.S.R)
110,Meteosat 1,1977-108A,1977-11-23," Cape Canaveral, United States", Delta,EUMETSAT (International)
111,Molniya 1-36,1977-021A,1977-03-24," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
112,Molniya 1-37,1977-054A,1977-06-24," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
113,Molniya 1-38,1977-082A,1977-08-30," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
114,Molniya 2-17,1977-010A,1977-02-11," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
115,Molniya 3- 7,1977-032A,1977-04-28," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
116,Molniya 3- 8,1977-105A,1977-10-28," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
117,MS-T3,MST3,1977-02-01," Uchinoura Space Center, Japan", Mu,"Institute of Space and Aeronautical Science, U of Tokyo (Japan)"
118,NATO 3-B,1977-005A,1977-01-28," Cape Canaveral, United States", Delta,North Atlantic Treaty Organization (International); Department of Defense-Department of the Air Force (United States)
119,NOSS  2,1977-112A,1977-12-08," Vandenberg AFB, United States", Atlas,Department of Defense-Department of the Navy (United States)
120,NTS 2,1977-053A,1977-06-23," Vandenberg AFB, United States", Atlas F,Department of Defense-Department of the Navy (United States)
121,NTS-2,NTS-2,1977-11-01," Vandenberg AFB, United States", Atlas,unknown
122,OTS,OTS,1977-09-13," Cape Canaveral, United States", Delta,European Space Agency (International)
123,Palapa 2,1977-018A,1977-03-10," Cape Canaveral, United States", Delta,Dijen-Postel (Indonesia); National Aeronautics and Space Administration (United States)
124,Prognoz  6,1977-093A,1977-09-22," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Institut Kosmicheskich Issledovaniy(Inst. of Cosmophysical Research) (U.S.S.R); Soviet Academy of Sciences (U.S.S.R)
125,Raduga  3,1977-071A,1977-07-24," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
126,Rhyolite 3,1977-114A,1977-12-11," Cape Canaveral, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
127,S77-1A,SS77-1A,1977-05-01," Vandenberg AFB, United States", ,unknown
128,S77-2A,SS77-2A,1977-05-01," , ", ,unknown
129,Sakura,1977-118A,1977-12-15," Cape Canaveral, United States", Delta,National Aeronautics and Space Administration (United States); National Space Development Agency (NASDA) (Japan)
130,Salyut 6,1977-097A,1977-09-29," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage,Soviet Academy of Sciences (U.S.S.R)
131,SIGNE 3,1977-049A,1977-06-17," Kapustin Yar, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Centre National d'Etudes Spatiales (France); Intercosmos (U.S.S.R)
132,SIRIO-A,1977-080A,1977-08-25," Cape Canaveral, United States", Delta,National Aeronautics and Space Administration (United States); National Research Council-Italian Space Commission (Italy)
133,Soyuz 24,1977-008A,1977-02-07," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
134,Soyuz 25,1977-099A,1977-10-09," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
135,Soyuz 26,1977-113A,1977-12-10," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
136,Tansei 3,1977-012A,1977-02-19," Uchinoura Space Center, Japan", M-3H,University of Tokyo (Japan)
137,TOPS-A,TOPS-A,1977-01-01," , ", ,unknown
138,Transit-O 11,1977-106A,1977-10-28," Vandenberg AFB, United States", Scout,National Aeronautics and Space Administration (United States); Department of Defense-Department of the Navy (United States)
139,Voyager 1,1977-084A,1977-09-05," Cape Canaveral, United States", Titan IIIE-Centaur,NASA-Office of Space Science Applications (United States)
140,Voyager 2,1977-076A,1977-08-20," Cape Canaveral, United States", Titan IIIE-Centaur,NASA-Office of Space Science Applications (United States)
