,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
94,Progress M-24,1994-052A,1994-08-25," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (Russia)
95,Progress M-25,1994-075A,1994-11-11," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
96,Radio-ROSTO,1994-085A,1994-12-26," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Rokot,Unknown (U.S.S.R)
97,Raduga 1-3,1994-008A,1994-02-05," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton,Unknown (Russia)
98,Raduga 31,1994-012A,1994-02-18," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (Russia)
99,Raduga 32,1994-087A,1994-12-28," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (U.S.S.R)
100,Relict 2,RELICT2,1994-01-01," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Unknown,Institut Kosmicheskich Issledovaniy(Inst. of Cosmophysical Research) (U.S.S.R)
101,Resurs 01,1994-074A,1994-11-04," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Zenit 2,Unknown (Russia)
102,Ryusei,1994-007A,1994-02-03," Tanegashima, Japan", H-2,National Space Development Agency (NASDA) (Japan)
103,Shijian 4,1994-010A,1994-02-08," Xichang, Peoples Republic of China", Long March 3A,China National Space Administration (Peoples Republic of China)
104,Solidaridad 2,1994-065A,1994-10-08," Kourou, French Guiana", Ariane 4,Unknown (Mexico)
105,Soyuz-TM 18,1994-001A,1994-01-08," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (Russia)
106,Soyuz-TM 19,1994-036A,1994-07-01," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (U.S.S.R)
107,Soyuz-TM 20,1994-063A,1994-10-03," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (Russia)
108,Spartan 1,1994-059B,1994-09-13," Cape Canaveral, United States", Shuttle,Unknown (United States)
109,SROSS C2,1994-027A,1994-05-04," Sriharikota, India", ASLV (Indian),Indian Space Research Organization (India)
110,SSBUV06,SSBUV06,1994-11-03," Cape Canaveral, United States", ,NASA-Office of Space Science Applications (United States)
111,STEP 0,1994-017A,1994-03-13," Vandenberg AFB, United States", Taurus,Department of Defense-Department of the Air Force (United States)
112,STEP 2,1994-029A,1994-05-19," Edwards Air Force Base, United States", Pegasus,Department of Defense-Department of the Air Force (United States)
113,STRV 1A,1994-034B,1994-06-17," Kourou, French Guiana", Ariane 44LP,Unknown (United Kingdom)
114,STRV 1B,1994-034C,1994-06-17," Kourou, French Guiana", Ariane 44LP,Unknown (United Kingdom)
115,STS  59/SRL 1,1994-020A,1994-04-09," Cape Canaveral, United States", Shuttle,Agenzia Spaziale Italiana (Italy); Bundesministerium fuer Forschung und Tecnnologie (Federal Republic of Germany); NASA-Office of Space Science Applications (United States)
116,STS  60,1994-006A,1994-02-03," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
117,STS  62,1994-015A,1994-03-09," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
118,STS  64,1994-059A,1994-09-09," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
119,STS  65,1994-039A,1994-07-08," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
120,STS  66,1994-073A,1994-11-03," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
121,STS  68/SRL 2,1994-062A,1994-09-30," Cape Canaveral, United States", Shuttle,Agenzia Spaziale Italiana (Italy); NASA-Office of Space Science Applications (United States); Bundesministerium fuer Forschung und Tecnnologie (Federal Republic of Germany)
122,STS/LITE,LITE,1994-02-01," Cape Canaveral, United States", Shuttle,NASA-Office of Aeronautics and Space Technology (United States); NASA-Office of Space Science Applications (United States)
123,Telstar 402,1994-058A,1994-09-09," Kourou, French Guiana", Ariane,American Telephone and Telegraph Company (United States)
124,THAICOM 2,1994-065B,1994-10-08," Kourou, French Guiana", Ariane 4,Unknown (Thailand)
125,TUBSAT-2,1994-003B,1994-01-25," Plesetsk, Russia", Tsiklon-3,Technical University of Berlin (Federal Republic of Germany)
126,Turksat 1B,1994-049B,1994-08-11," Kourou, French Guiana", Ariane 44LP,Unknown (Turkey)
127,UFO  3,1994-035A,1994-06-24," Cape Canaveral, United States", Atlas,Department of Defense-Department of the Navy (United States)
128,USA 103,1994-026A,1994-05-03," Cape Canaveral, United States", Titan IV,Department of Defense (United States)
129,USA 105,1994-054A,1994-08-27," Cape Canaveral, United States", Titan IV,Department of Defense-Department of the Air Force (United States); National Reconnaissance Office (United States)
130,USA 107,1994-084A,1994-12-22," Cape Canaveral, United States", Titan IV,Unknown (United States)
131,Wind,1994-071A,1994-11-01," Cape Canaveral, United States", Delta II 7925,NASA-Office of Space Science Applications (United States)
