,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
48,Naxing 1,2004-012B,2004-04-18," Xichang, Peoples Republic of China", Long March 2C,Unknown (Peoples Republic of China)
49,PARASOL,2004-049G,2004-12-18," Kourou, French Guiana", Ariane 5G,Unknown (France)
50,Philae,2004-006C,2004-03-02," Kourou, French Guiana", Ariane 5G,European Space Agency (International)
51,Progress M-49,2004-019A,2004-05-25," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz FG,Unknown (Russia)
52,Progress M-50,2004-032A,2004-08-11," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Russian Space Agency (Russia)
53,Progress M-51,2004-051A,2004-12-23," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
54,Progress M1-11,2004-002A,2004-01-29," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
55,Raduga 1-7,2004-010A,2004-03-27," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Russian Space Agency (Russia)
56,Rocsat 2,2004-018A,2004-05-19," Vandenberg AFB, United States", Taurus XL,Unknown (Taiwan)
57,Rosetta,2004-006A,2004-03-02," Kourou, French Guiana", Ariane 5,European Space Agency (International)
58,Saudicomsat 1,2004-025D,2004-06-29," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Dnepr,Unknown (Saudi Arabia)
59,Saudicomsat 2,2004-025E,2004-06-29," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Dnepr,Unknown (Saudi Arabia)
60,Saudisat 2,2004-025F,2004-06-29," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Dnepr,Unknown (Saudi Arabia)
61,Shijian 6A,2004-035A,2004-09-08," Taiyuan, Peoples Republic of China", Long March 4B,China National Space Administration (Peoples Republic of China)
62,Shijian 6B,2004-035B,2004-09-08," Taiyuan, Peoples Republic of China", Long March 4B,China National Space Administration (Peoples Republic of China)
63,Sich 1M,2004-052A,2004-12-24," Plesetsk, Russia", Tsiklon-3,National Space Agency of Ukraine (Ukraine); Russian Space Agency (Russia)
64,Soyuz-TMA 4,2004-013A,2004-04-19," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz FG,Unknown (Russia)
65,Soyuz-TMA 5,2004-040A,2004-10-14," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
66,Superbird 6,2004-011A,2004-04-16," Cape Canaveral, United States", Atlas-2 AS,Unknown (Japan)
67,Swift,2004-047A,2004-11-20," Cape Canaveral, United States", Delta II,NASA-Office of Space Science (United States)
68,Tansuo 1,2004-012A,2004-04-18," Xichang, Peoples Republic of China", Long March 2C,Unknown (Peoples Republic of China)
69,Tansuo 2,2004-046A,2004-11-18," Xichang, Peoples Republic of China", Long March 2C,Unknown (Peoples Republic of China)
70,Telstar 18,2004-024A,2004-06-29," Odyssey (Sea Launch Platform), ", Zenit 3SL,Unknown (Russia)
71,Unisat 3,2004-025H,2004-06-29," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Dnepr,Unknown (Italy)
72,USA 176,2004-004A,2004-02-14," Cape Canaveral, United States", Titan 4B,Unknown (United States)
73,USA 179,2004-034A,2004-08-31," Cape Canaveral, United States", Atlas 2AS,National Reconnaissance Office (United States)
74,Ziyuan 2 3,2004-044A,2004-11-06," Taiyuan, Peoples Republic of China", Long March 4B,China National Space Administration (Peoples Republic of China)
