,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
59,NigeriaSat 1,2003-042C,2003-09-27," Plesetsk, Russia", Kosmos-3M,Unknown (Nigeria)
60,Opportunity,2003-032A,2003-07-08," Cape Canaveral, United States", Delta II 7925,National Aeronautics and Space Administration (United States)
61,Optus 1C,2003-028B,2003-06-11," Kourou, French Guiana", Ariane 5,Unknown (Australia)
62,Orbview 3,2003-030A,2003-06-26," Vandenberg AFB, United States", Pegasus,Unknown (United States)
63,Progress M-47,2003-006A,2003-02-02," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
64,Progress M-48,2003-039A,2003-08-29," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz FG,Unknown (Russia)
65,Progress M1-10,2003-025A,2003-06-08," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Russian Space Agency (Russia)
66,Quakesat,2003-031F,2003-06-30," Plesetsk, Russia", Rokot,Unknown (United States)
67,Rainbow 1,2003-033A,2003-07-17," Cape Canaveral, United States", Atlas V,Unknown (United States)
68,Rubin 4,2003-042B,2003-09-27," Plesetsk, Russia", Kosmos-3M,Unknown (Federal Republic of Germany)
69,Scisat 1,2003-036A,2003-08-13," Vandenberg AFB, United States", Pegasus XL,Canadian Space Agency (Canada)
70,SERVIS 1,2003-050A,2003-10-30," Plesetsk, Russia", Rokot,Unknown (Japan)
71,Shenzhou 5,2003-045A,2003-10-15," Jiuquan, Peoples Republic of China", Long March 2F,China National Space Administration (Peoples Republic of China)
72,SMART 1,2003-043C,2003-09-27," Kourou, French Guiana", Ariane 5,unknown
73,SORCE,2003-004A,2003-01-25," Cape Canaveral, United States", Pegasus XL,National Aeronautics and Space Administration (United States)
74,Soyuz-TMA 2,2003-016A,2003-04-26," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
75,Soyuz-TMA 3,2003-047A,2003-10-18," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz FG,Unknown (Russia)
76,Spirit,2003-027A,2003-06-10," Cape Canaveral, United States", Delta II 7925,National Aeronautics and Space Administration (United States)
77,Spitzer Space Telescope,2003-038A,2003-08-25," Cape Canaveral, United States", Delta 7920H ELV,NASA-Office of Space Science (United States)
78,STS 107,2003-003A,2003-01-16," Cape Canaveral, United States", Shuttle,National Aeronautics and Space Administration (United States)
79,Thuraya 2,2003-026A,2003-06-10," Odyssey (Sea Launch Platform), ", Zenit 3SL,Unknown (United Arab Emirates)
80,UFO 11,2003-057A,2003-12-18," Cape Canaveral, United States", Atlas 3,Unknown (United States)
81,USA 167,2003-008A,2003-03-11," Cape Canaveral, United States", Delta IV,Unknown (United States)
82,USA 170,2003-040A,2003-08-29," Cape Canaveral, United States", Delta IV,Unknown (United States)
83,USA 171,2003-041A,2003-09-09," Cape Canaveral, United States", Titan 4B,Unknown (United States)
84,USA 173,2003-054A,2003-12-02," Vandenberg AFB, United States", Atlas 2AS,Unknown (United States)
85,XSS 10,2003-005B,2003-01-29," Cape Canaveral, United States", Delta II,Department of Defense-Department of the Air Force (United States)
86,Yamal 201,2003-053B,2003-11-24," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (Russia)
87,Yamal 202,2003-053A,2003-11-24," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (Russia)
88,Zhongxing 20,2003-052A,2003-11-14," Xichang, Peoples Republic of China", Long March 3A,Unknown (Peoples Republic of China)
