,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
30,Cosmos  998,1978-032B,1978-03-30," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage,Unknown (U.S.S.R)
31,Cosmos  999,1978-033A,1978-03-30," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
32,Cosmos 1000,1978-034A,1978-03-31," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
33,Cosmos 1001,1978-036A,1978-04-04," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
34,Cosmos 1002,1978-037A,1978-04-06," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
35,Cosmos 1003,1978-040A,1978-04-20," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
36,Cosmos 1004,1978-043A,1978-05-05," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
37,Cosmos 1005,1978-045A,1978-05-12," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
38,Cosmos 1006,1978-046A,1978-05-12," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
39,Cosmos 1007,1978-048A,1978-05-16," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
40,Cosmos 1008,1978-049A,1978-05-17," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
41,Cosmos 1009,1978-050A,1978-05-19," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-9 (SCARP) or SS-13 (SCRAG) with Orbital and Maneuverable,Unknown (U.S.S.R)
42,Cosmos 1010,1978-052A,1978-05-23," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
43,Cosmos 1011,1978-053A,1978-05-23," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
44,Cosmos 1012,1978-054A,1978-05-25," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
45,Cosmos 1013,1978-056A,1978-06-07," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
46,Cosmos 1014,1978-056B,1978-06-07," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
47,Cosmos 1015,1978-056C,1978-06-07," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
48,Cosmos 1016,1978-056D,1978-06-07," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
49,Cosmos 1017,1978-056E,1978-06-07," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
50,Cosmos 1018,1978-056F,1978-06-07," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
51,Cosmos 1019,1978-056G,1978-06-07," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
52,Cosmos 1020,1978-056H,1978-06-07," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
53,Cosmos 1021,1978-057A,1978-06-10," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
54,Cosmos 1022,1978-059A,1978-06-12," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
55,Cosmos 1023,1978-063A,1978-06-21," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
56,Cosmos 1024,1978-066A,1978-06-28," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
57,Cosmos 1025,1978-067A,1978-06-28," Plesetsk, U.S.S.R", Unknown,Unknown (U.S.S.R)
58,Cosmos 1026,1978-069A,1978-07-02," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
59,Cosmos 1027,1978-074A,1978-07-27," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
60,Cosmos 1028,1978-076A,1978-08-05," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
61,Cosmos 1029,1978-082A,1978-08-29," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
62,Cosmos 1030,1978-083A,1978-09-06," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
63,Cosmos 1031,1978-085A,1978-09-09," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
64,Cosmos 1032,1978-088A,1978-09-19," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
65,Cosmos 1033,1978-089A,1978-10-03," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
66,Cosmos 1034,1978-091A,1978-10-04," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
67,Cosmos 1035,1978-091B,1978-10-04," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
68,Cosmos 1036,1978-091C,1978-10-04," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
69,Cosmos 1037,1978-091D,1978-10-04," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
70,Cosmos 1038,1978-091E,1978-10-04," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
71,Cosmos 1039,1978-091F,1978-10-04," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
72,Cosmos 1040,1978-091G,1978-10-04," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
73,Cosmos 1041,1978-091H,1978-10-04," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
74,Cosmos 1042,1978-092A,1978-10-06," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
75,Cosmos 1043,1978-094A,1978-10-10," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
76,Cosmos 1044,1978-097A,1978-10-17," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
77,Cosmos 1045,1978-100A,1978-10-26," Plesetsk, U.S.S.R", Tsiklon-3,Unknown (U.S.S.R)
78,Cosmos 1046,1978-102A,1978-11-01," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
79,Cosmos 1047,1978-104A,1978-11-15," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
80,Cosmos 1048,1978-105A,1978-11-17," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
81,Cosmos 1049,1978-107A,1978-11-21," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
82,Cosmos 1050,1978-108A,1978-11-28," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
83,Cosmos 1051,1978-109A,1978-12-05," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
84,Cosmos 1052,1978-109B,1978-12-05," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
85,Cosmos 1053,1978-109C,1978-12-05," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
86,Cosmos 1054,1978-109D,1978-12-05," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
87,Cosmos 1055,1978-109E,1978-12-05," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
88,Cosmos 1056,1978-109F,1978-12-05," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
89,Cosmos 1057,1978-109G,1978-12-05," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
90,Cosmos 1058,1978-109H,1978-12-05," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
91,Cosmos 1059,1978-110A,1978-12-07," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
92,Cosmos 1060,1978-111A,1978-12-08," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
93,Cosmos 1061,1978-114A,1978-12-14," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
94,Cosmos 1062,1978-115A,1978-12-15," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
95,Cosmos 1063,1978-117A,1978-12-19," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
96,Cosmos 1064,1978-119A,1978-12-20," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
97,Cosmos 1065,1978-120A,1978-12-22," Kapustin Yar, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
98,Cosmos 1066,1978-121A,1978-12-23," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
99,Cosmos 1067,1978-122A,1978-12-26," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
100,Cosmos 1068,1978-123A,1978-12-26," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
101,Cosmos 1069,1978-124A,1978-12-28," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
102,DMSP 5D-1/F03,1978-042A,1978-05-01," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
103,DSCS II-11,1978-113A,1978-12-14," Cape Canaveral, United States", Titan III-C,Department of Defense-Department of the Air Force (United States)
104,ESA-GEOS 2,1978-071A,1978-07-14," Cape Canaveral, United States", Delta,European Space Agency (International)
105,FLTSATSOM 1,1978-016A,1978-02-09," Cape Canaveral, United States", Atlas-Centaur,Department of Defense-Department of the Navy (United States)
106,GOES  3,1978-062A,1978-06-16," Cape Canaveral, United States", Delta,NASA-Office of Space Science Applications (United States); NOAA National Environmental Satellite Service (United States)
107,Gorizont  1,1978-118A,1978-12-19," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
108,HCMM,1978-041A,1978-04-26," Vandenberg AFB, United States", Scout-F,NASA-Office of Space and Terrestrial Applications (United States)
109,HEAO 2,1978-103A,1978-11-13," Cape Canaveral, United States", Atlas-Centaur,NASA-Office of Space Science (United States)
110,INTELSAT 4A F-3,1978-002A,1978-01-07," Cape Canaveral, United States", Atlas-Centaur,Unknown (United States); International Telecommunications Satellite Corporation (International)
111,INTELSAT 4A F-6,1978-035A,1978-03-31," Cape Canaveral, United States", Atlas-Centaur,International Telecommunications Satellite Corporation (International); Unknown (United States)
112,Intercosmos 18,1978-099A,1978-10-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Intercosmos (U.S.S.R)
113,ISEE 3,1978-079A,1978-08-12," Cape Canaveral, United States", Delta,NASA-Office of Space Science Applications (United States)
114,ISS-B,1978-018A,1978-02-16," Tanegashima, Japan", Nu,Radio Research Lab (Japan)
115,IUE,1978-012A,1978-01-26," Cape Canaveral, United States", Delta,"European Space Agency (International); NASA-Office of Space Science Applications (United States); Science and Engineering Research Council, UK (United Kingdom)"
116,Jikiken,1978-087A,1978-09-16," Uchinoura Space Center, Japan", M-3H,"Institute of Space and Aeronautical Science, U of Tokyo (Japan)"
117,Jumpseat 4,1978-021A,1978-02-25," Vandenberg AFB, United States", Unknown,Department of Defense-Department of the Air Force (United States)
118,KH 11-2,1978-060A,1978-06-14," Vandenberg AFB, United States", Titan III-D,Unknown (United States)
119,KH 9-14,1978-029A,1978-03-16," Cape Canaveral, United States", Titan III-D,Unknown (United States)
120,KH 9-14 subsatellite,1978-029B,1978-03-16," Cape Canaveral, United States", Titan III-D,Unknown (United States)
121,Kyokko,1978-014A,1978-02-04," Uchinoura Space Center, Japan", M-3H,"Institute of Space and Aeronautical Science, U of Tokyo (Japan)"
122,Landsat 3,1978-026A,1978-03-05," Vandenberg AFB, United States", Delta,NASA-Office of Space Science Applications (United States)
123,Magion 1,1978-099C,1978-10-24," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Intercosmos (U.S.S.R); Czechoslovakia Academy of Sciences (Czech Republic)
124,MAROTS,MAROTS,1978-06-22," Cape Canaveral, United States", Delta,European Space Agency (International)
125,Molniya 1-39,1978-024A,1978-03-03," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
126,Molniya 1-40,1978-055A,1978-06-02," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
127,Molniya 1-41,1978-072A,1978-07-14," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
128,Molniya 1-42,1978-080A,1978-08-22," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
129,Molniya 3- 9,1978-009A,1978-01-24," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
130,Molniya 3-10,1978-095A,1978-10-13," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
131,NATO 3-C,1978-106A,1978-11-19," Cape Canaveral, United States", Delta,Department of Defense-Department of the Air Force (United States); North Atlantic Treaty Organization (International)
132,Navstar  1,1978-020A,1978-02-22," Vandenberg AFB, United States", Atlas F,Department of Defense-Department of the Air Force (United States)
133,Navstar  2,1978-047A,1978-05-13," Vandenberg AFB, United States", Atlas F,Department of Defense-Department of the Air Force (United States)
134,Navstar  3,1978-093A,1978-10-06," Vandenberg AFB, United States", Atlas F,Department of Defense-Department of the Air Force (United States)
135,Navstar  4,1978-112A,1978-12-10," Vandenberg AFB, United States", Atlas F,Department of Defense-Department of the Air Force (United States)
136,Nimbus 7,1978-098A,1978-10-24," Vandenberg AFB, United States", Delta,NASA-Office of Space Science Applications (United States)
137,OSCAR  8,1978-026B,1978-03-05," Vandenberg AFB, United States", Delta,Unknown (United States)
138,OTS 2,1978-044A,1978-05-11," Cape Canaveral, United States", Delta,Unknown (United States); European Space Agency (International)
139,Pioneer Venus Large Probe,1978-078D,1978-08-08," Cape Canaveral, United States", Atlas-Centaur,NASA-Office of Space Science Applications (United States)
140,Pioneer Venus Orbiter,1978-051A,1978-05-20," Cape Canaveral, United States", Atlas-Centaur,NASA-Office of Space Science Applications (United States)
141,Pioneer Venus Probe Bus,1978-078A,1978-08-08," Cape Canaveral, United States", Atlas-Centaur,NASA-Office of Space Science Applications (United States)
142,Pioneer Venus Small Probe (Day),1978-078G,1978-08-08," Cape Canaveral, United States", Atlas-Centaur,NASA-Office of Space Science Applications (United States)
143,Pioneer Venus Small Probe (Night),1978-078F,1978-08-08," Cape Canaveral, United States", Atlas-Centaur,NASA-Office of Space Science Applications (United States)
144,Pioneer Venus Small Probe (North),1978-078E,1978-08-08," Cape Canaveral, United States", Atlas-Centaur,NASA-Office of Space Science Applications (United States)
145,PRC  8,1978-011A,1978-01-26," Shuang Cheng-Tzu, Peoples Republic of China", Long March 2C,Unknown (Peoples Republic of China)
146,Prognoz  7,1978-101A,1978-10-30," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Soviet Academy of Sciences (U.S.S.R); Institut Kosmicheskich Issledovaniy(Inst. of Cosmophysical Research) (U.S.S.R)
147,Progress  1,1978-008A,1978-01-20," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
148,Progress  2,1978-070A,1978-07-07," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
149,Progress  3,1978-077A,1978-08-08," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
150,Progress  4,1978-090A,1978-10-04," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
151,Radio 1,1978-100B,1978-10-26," Plesetsk, U.S.S.R", Tsiklon-3,Unknown (U.S.S.R)
152,Radio 2,1978-100C,1978-10-26," Plesetsk, U.S.S.R", Tsiklon-3,Unknown (U.S.S.R)
153,Raduga  4,1978-073A,1978-07-19," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
154,Rhyolite 4,1978-038A,1978-04-07," Cape Canaveral, United States", Atlas-Agena,Department of Defense-Department of the Air Force (United States)
155,SDS F-3,1978-075A,1978-08-05," Vandenberg AFB, United States", Titan III-B,Department of Defense-Department of the Air Force (United States)
156,Seasat 1,1978-064A,1978-06-27," Vandenberg AFB, United States", Atlas-Agena,NASA-Office of Space and Terrestrial Applications (United States)
157,Soyuz 27,1978-003A,1978-01-10," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
158,Soyuz 28,1978-023A,1978-03-02," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
159,Soyuz 29,1978-061A,1978-06-15," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
160,Soyuz 30,1978-065A,1978-06-27," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
161,Soyuz 31,1978-081A,1978-08-26," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
162,SS78-1A,SS78-1A,1978-05-01," Vandenberg AFB, United States", ,unknown
163,ST78-1A,ST78-1A,1978-02-01," , United States", Atlas F,unknown
164,TIROS-N,1978-096A,1978-10-13," Vandenberg AFB, United States", Atlas F,NASA-Office of Space and Terrestrial Applications (United States); NOAA National Environmental Satellite Service (United States)
165,Venera 11,1978-084A,1978-09-09," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Soviet Academy of Sciences (U.S.S.R)
166,Venera 11 Descent Craft,1978-084D,1978-09-09," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Soviet Academy of Sciences (U.S.S.R)
167,Venera 12,1978-086A,1978-09-14," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Soviet Academy of Sciences (U.S.S.R)
168,Venera 12 Descent Craft,1978-086C,1978-09-14," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Soviet Academy of Sciences (U.S.S.R)
169,Yuri 1,1978-039A,1978-04-07," Cape Canaveral, United States", Delta,National Space Development Agency (NASDA) (Japan); Unknown (United States)
