,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
55,KH-6 8001,P11,1963-03-18," Vandenberg AFB, United States", Thor-Agena,Department of Defense-Department of the Air Force (United States)
56,KH-6 8002,1963-016A,1963-05-18," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
57,KH-6 8003,1963-032A,1963-07-31," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
58,LOFTI 2A,1963-021B,1963-06-15," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Navy (United States)
59,Luna  4,1963-008B,1963-04-02," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
60,Mercury Atlas 9,1963-015A,1963-05-15," Cape Canaveral, United States", Atlas D,NASA-Office of Manned Space Flight (United States)
61,MIDAS  6,1963-014A,1963-05-09," Point Arguello, United States", Atlas-Agena B,Department of Defense-Department of the Air Force (United States)
62,MIDAS  7/ERS 10,1963-030A,1963-07-18," Point Arguello, United States", Atlas-Agena B,Department of Defense-Department of the Air Force (United States)
63,Polyot 1,1963-043A,1963-11-01," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with Maneuverable Upper Stage (may be A-1-M),Unknown (U.S.S.R)
64,RADOSE,1963-021D,1963-06-15," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Air Force (United States)
65,Saturn SA-4,SATURNSA4,1963-03-28," Cape Canaveral, United States", Saturn 1,National Aeronautics and Space Administration (United States)
66,SOLRAD  6,1963-021C,1963-06-15," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Navy (United States)
67,Sputnik 25,1963-001A,1963-01-04," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
68,SURCAL 1B,1963-021F,1963-06-15," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Navy (United States)
69,Syncom 1,1963-004A,1963-02-14," Cape Canaveral, United States", Thor-Delta,NASA-Office of Space Science Applications (United States)
70,Syncom 2,1963-031A,1963-07-26," Cape Canaveral, United States", Thor-Delta,NASA-Office of Space Science Applications (United States)
71,Telstar 2,1963-013A,1963-05-07," Cape Canaveral, United States", Delta,AT&amp;T Bell Telephone Laboratories (United States)
72,TIROS  7,1963-024A,1963-06-19," Cape Canaveral, United States", Thor-Delta,NASA-Office of Space Science Applications (United States)
73,TIROS  8,1963-054A,1963-12-21," Cape Canaveral, United States", Delta,NASA-Office of Space Science Applications (United States)
74,Transit 5A3,1963-022A,1963-06-16," Point Arguello, United States", Scout,Department of Defense-Department of the Navy (United States)
75,Transit 5B-1,1963-038B,1963-09-28," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Navy (United States)
76,Transit 5B-2,1963-049B,1963-12-05," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Navy (United States)
77,Vela  1A,1963-039A,1963-10-17," Cape Canaveral, United States", Atlas-Agena D,Department of Defense-Department of the Navy (United States)
78,Vela  1B,1963-039C,1963-10-17," Cape Canaveral, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
79,Vostok 5,1963-020A,1963-06-14," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
80,Vostok 6,1963-023A,1963-06-16," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
