,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
72,KH 12-4,1999-028A,1999-05-22," Vandenberg AFB, United States", Titan 4B,National Reconnaissance Office (United States); Department of Defense-Department of the Air Force (United States)
73,Kitsat 3,1999-029B,1999-05-26," Sriharikota, India", PSLV,Unknown (South Korea)
74,Kompsat,1999-070A,1999-12-21," Vandenberg AFB, United States", Taurus,Unknown (South Korea)
75,Landsat 7,1999-020A,1999-04-15," Vandenberg AFB, United States", Delta II 7920,NASA-Office of Space Science Applications (United States); National Oceanic and Atmospheric Administration (United States)
76,LMI-1,1999-053A,1999-09-26," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,unknown
77,Mars Polar Lander,1999-001A,1999-01-03," Cape Canaveral, United States", Delta II 7425,NASA-Office of Space Science (United States)
78,MegSat,1999-022B,1999-04-28," Kapustin Yar, Russia", Cosmos,Agenzia Spaziale Italiana (Italy)
79,MILSTAR 3,1999-023A,1999-04-30," Cape Canaveral, United States", Titan 4B,Department of Defense-Department of the Army (United States)
80,Molniya 3-50,1999-036A,1999-07-08," Plesetsk, Russia", Molniya-M,Unknown (Russia)
81,MUBLCOM,1999-026B,1999-05-18," Vandenberg AFB, United States", Pegasus XL,Defense Advanced Research Projects Agency (United States)
82,Mugungwa 3,1999-046A,1999-09-04," Kourou, French Guiana", Ariane 42P,Unknown (South Korea)
83,Navstar 46,1999-055A,1999-10-07," Cape Canaveral, United States", Delta II,Unknown (United States)
84,Nimiq,1999-027A,1999-05-20," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,"Telesat Canada Ltd., Ottawa (Canada)"
85,Oceansat 1,OCEANS1,1999-04-01," , ", ,Indian Space Research Organization (India)
86,Oersted,1999-008B,1999-02-23," Vandenberg AFB, United States", Delta II 7920,Danish Meteorological Institute (Denmark); Danish Ministry of Commerce (Denmark); Danish Ministry of Transportation (Denmark); Centre National d'Etudes Spatiales (France); National Aeronautics and Space Administration (United States); European Space Agency (International); Danish Ministry of Science (Denmark); Danish Space Research Institute (Denmark)
87,Okean-O,1999-039A,1999-07-17," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Zenit 2,Unknown (Russia)
88,Orbcomm FM-30,1999-065A,1999-12-04," Wallops Island, United States", Pegasus XL,Unknown (United States)
89,Orbcomm FM-31,1999-065B,1999-12-04," Wallops Island, United States", Pegasus XL,Unknown (United States)
90,Orbcomm FM-32,1999-065C,1999-12-04," Wallops Island, United States", Pegasus XL,Unknown (United States)
91,Orbcomm FM-33,1999-065D,1999-12-04," Wallops Island, United States", Pegasus XL,Unknown (United States)
92,Orbcomm FM-34,1999-065G,1999-12-04," Wallops Island, United States", Pegasus XL,Unknown (United States)
93,Orbcomm FM-35,1999-065F,1999-12-04," Wallops Island, United States", Pegasus XL,Unknown (United States)
94,Orbcomm FM-36,1999-065E,1999-12-04," Wallops Island, United States", Pegasus XL,Unknown (United States)
95,Orion 2,1999-059A,1999-10-19," Kourou, French Guiana", Ariane 44LP,Unknown (United States)
96,Orion 3,1999-024A,1999-05-05," Cape Canaveral, United States", Delta III,Loral Skynet (United States)
97,Progress M-41,1999-015A,1999-04-02," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
98,Progress M-42,1999-038A,1999-07-16," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (Russia)
99,QuikSCAT,1999-034A,1999-06-20," Vandenberg AFB, United States", Titan II,National Aeronautics and Space Administration (United States)
100,Raduga 1-4,1999-010A,1999-02-28," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (Russia)
101,Resurs F-1M,1999-054A,1999-09-28," Plesetsk, Russia", Soyuz-U,Unknown (Russia)
102,ROCSAT-1,1999-002A,1999-01-27," Cape Canaveral, United States", Athena 1,"National Central University, Taiwan (Taiwan)"
103,SACI 1,1999-057B,1999-10-14," Taiyuan, Peoples Republic of China", Long March 4B,Unknown (Brazil)
104,Sealaunch Demo,1999-014A,1999-03-28," Odyssey (Sea Launch Platform), ", Zenit,Boeing Company (United States)
105,Shenzhou,1999-061A,1999-11-19," Jiuquan, Peoples Republic of China", Long March 2F,China National Space Administration (Peoples Republic of China)
106,Shijian 5,1999-025B,1999-05-10," Taiyuan, Peoples Republic of China", Long March,China National Space Administration (Peoples Republic of China)
107,Skynet 4E,1999-009B,1999-02-26," Kourou, French Guiana", Ariane 44L,"Ministry of Defence, UK (United Kingdom)"
108,Soyuz-TM 29,1999-007A,1999-02-20," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Russian Space Agency (Russia)
109,Sputnik Jr. 3,1999-015C,1999-04-16," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Radio Amateur Satellite Corporation (France); Radio Amateur Satellite Corporation (Russia)
110,Stardust Sample Return Capsule,1999-003D,1999-02-07," Cape Canaveral, United States", Delta II 7426,National Aeronautics and Space Administration (United States)
111,Stardust/NExT,1999-003A,1999-02-07," Cape Canaveral, United States", Delta II 7426,NASA-Office of Space Science (United States)
112,Starshine,1999-030B,1999-06-05," Cape Canaveral, United States", Shuttle,Unknown (United States)
113,STS  93,1999-040A,1999-07-23," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
114,STS  96,1999-030A,1999-05-27," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
115,STS 103,1999-069A,1999-12-20," Cape Canaveral, United States", Shuttle,Unknown (United States)
116,Sunsat,1999-008C,1999-02-23," Vandenberg AFB, United States", Delta II 7920,Unknown (Republic of South Africa)
117,Telkom 1,1999-042A,1999-08-12," Kourou, French Guiana", Ariane 44P,Unknown (Indonesia)
118,Telstar 6,1999-005A,1999-02-15," Kourou, French Guiana", Proton,Loral Skynet (United States); International Telecommunications Satellite Corporation (International)
119,Telstar 7,1999-052A,1999-09-25," Kourou, French Guiana", Ariane 44LP,Unknown (United States); International Telecommunications Satellite Corporation (International)
120,Terra,1999-068A,1999-12-18," Vandenberg AFB, United States", Atlas-2 AS,NASA-Office of Space Science Applications (United States)
121,TERRIERS,1999-026A,1999-05-18," Vandenberg AFB, United States", Pegasus,NASA-Office of Space Science (United States)
122,UFO 10,1999-063A,1999-11-23," Cape Canaveral, United States", Atlas 2A,Unknown (United States)
123,UOSAT 12,1999-021A,1999-04-21," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Dnepr,Unknown (United Kingdom)
124,WIRE,1999-011A,1999-03-05," Vandenberg AFB, United States", Pegasus XL,NASA-Office of Space Science (United States)
125,XMM-Newton,1999-066A,1999-12-10," Kourou, French Guiana", Ariane 5,European Space Agency (International)
126,Yamal 101,1999-047A,1999-09-06," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (Russia)
127,Yamal 102,1999-047B,1999-09-06," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton-K,Unknown (Russia)
