,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
46,Cosmos   51,1964-080A,1964-12-09," Kapustin Yar, U.S.S.R", Kosmos-2I,Unknown (U.S.S.R)
47,Echo 2,1964-004A,1964-01-25," Vandenberg AFB, United States", Thrust Augmented Thor-Agena B,NASA-Office of Space Science Applications (United States)
48,Electron 1,1964-006A,1964-01-30," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
49,Electron 2,1964-006B,1964-01-30," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st Generation Upper Stage,Unknown (U.S.S.R)
50,Electron 3,1964-038A,1964-07-10," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st or 2nd Generation Upper Stage,Unknown (U.S.S.R)
51,Electron 4,1964-038B,1964-07-10," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 1st or 2nd Generation Upper Stage,Unknown (U.S.S.R)
52,Environmental Satellite,ENSAT,1964-06-25," Point Arguello, United States", Thor-Agena,Department of Defense-Department of the Air Force (United States)
53,ERS 13,1964-040C,1964-07-17," Cape Canaveral, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
54,Explorer 26,1964-086A,1964-12-21," Cape Canaveral, United States", Delta,NASA-Office of Space Science Applications (United States)
55,Ferret  4,1964-011A,1964-02-28," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
56,Ferret  6,1964-072A,1964-11-04," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
57,Gemini  1,1964-018A,1964-04-08," Cape Canaveral, United States", Titan II,NASA-Office of Manned Space Flight (United States)
58,GGSE 1,1964-001B,1964-01-11," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
59,IE-A,1964-051A,1964-08-25," Vandenberg AFB, United States", Scout,NASA-Office of Space Science Applications (United States)
60,IMP-B,1964-060A,1964-10-04," Cape Canaveral, United States", Delta,NASA-Office of Space Science Applications (United States)
61,Injun 4,1964-076B,1964-11-21," Vandenberg AFB, United States", Scout,NASA-Office of Space Science Applications (United States)
62,KH 7-05,1964-009A,1964-02-25," Point Arguello, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
63,KH 7-06,1964-012A,1964-03-11," Point Arguello, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
64,KH 7-07,1964-020A,1964-04-23," Point Arguello, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
65,KH 7-08,1964-024A,1964-05-19," Point Arguello, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
66,KH 7-09,1964-036A,1964-07-06," Point Arguello, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
67,KH 7-09 Subsatellite,1964-036B,1964-07-06," Point Arguello, United States", Atlas,Department of Defense-Department of the Air Force (United States)
68,KH 7-10,1964-045A,1964-08-14," Vandenberg AFB, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
69,KH 7-11,1964-058A,1964-09-23," Vandenberg AFB, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
70,KH 7-12,NNN6402,1964-10-08," Vandenberg AFB, United States", Thor-Agena,Department of Defense-Department of the Air Force (United States)
71,KH 7-13,1964-068A,1964-10-23," Vandenberg AFB, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
72,KH 7-13 Capsule,1964-068B,1964-10-23," Vandenberg AFB, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
73,KH 7-14,1964-079A,1964-12-04," Vandenberg AFB, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
74,KH-4A 1004,1964-008A,1964-02-15," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
75,KH-4A 1005,1964-022A,1964-04-27," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
76,KH-4A 1006,1964-027A,1964-06-04," Point Arguello, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
77,KH-4A 1007,1964-032A,1964-06-19," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
78,KH-4A 1008,1964-037A,1964-07-10," Point Arguello, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
79,KH-4A 1009,1964-043A,1964-08-05," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
80,KH-4A 1011,1964-061A,1964-10-05," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
81,KH-4A 1012,1964-067A,1964-10-17," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
82,KH-4A 1013,1964-071A,1964-11-02," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
83,KH-4A 1015,1964-085A,1964-12-19," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
84,KH-5 9065A,1964-030A,1964-06-13," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
85,KH-5 9066A,1964-048A,1964-08-21," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
86,Mariner  3,1964-073A,1964-11-05," Cape Canaveral, United States", Atlas-Agena D,NASA-Office of Space Science Applications (United States)
87,Mariner  4,1964-077A,1964-11-28," Cape Canaveral, United States", Atlas-Agena D,NASA-Office of Space Science Applications (United States)
88,Nimbus 1,1964-052A,1964-08-28," Vandenberg AFB, United States", Thrust Augmented Thor-Agena B,NASA-Office of Space Science Applications (United States)
89,OGO 1,1964-054A,1964-09-05," Cape Canaveral, United States", Atlas-Agena B,NASA-Office of Space Science Applications (United States)
90,ORBIS 1,ORBIS1,1964-04-21," Vandenberg AFB, United States", Thor-Able,Department of Defense-Department of the Navy (United States)
91,ORBIS LOW,1964-075A,1964-11-18," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Air Force (United States)
92,P 11-AS,1964-045B,1964-08-14," Vandenberg AFB, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
93,Polyot 2,1964-019B,1964-04-12," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with Maneuverable Upper Stage (may be A-1-M),Unknown (U.S.S.R)
94,Ranger 6,1964-007A,1964-01-30," Cape Canaveral, United States", Atlas-Agena B,NASA-Office of Space Science Applications (United States)
95,Ranger 7,1964-041A,1964-07-28," Cape Canaveral, United States", Atlas-Agena B,NASA-Office of Space Science Applications (United States)
96,Relay 2,1964-003A,1964-01-21," Cape Canaveral, United States", Delta,NASA-Office of Space Science Applications (United States)
97,S 55C,1964-074A,1964-11-06," Wallops Island, United States", Scout,NASA-Office of Aeronautics and Space Technology (United States)
98,San Marco 1,1964-084A,1964-12-15," Wallops Island, United States", Scout,National Research Council-Italian Space Commission (Italy); NASA-Office of Space Science Applications (United States)
99,Saturn SA-5,1964-005A,1964-01-29," Cape Canaveral, United States", Saturn 1,NASA-Office of Manned Space Flight (United States)
100,Saturn SA-6,1964-025A,1964-05-28," Cape Canaveral, United States", Saturn 1,NASA-Office of Manned Space Flight (United States)
101,Saturn SA-7,1964-057A,1964-09-18," Cape Canaveral, United States", Saturn 1,NASA-Office of Manned Space Flight (United States)
102,SECOR  1,1964-001C,1964-01-11," Vandenberg AFB, United States", Thor Augmented Delta-Agena D,Department of Defense-Department of the Navy (United States); Department of Defense-Department of the Army (United States)
103,SOLRAD  7A,1964-001D,1964-01-11," Vandenberg AFB, United States", Thrust Augmented Thor-Agena D,Department of Defense-Department of the Navy (United States)
104,Syncom 3,1964-047A,1964-08-19," Cape Canaveral, United States", Delta,NASA-Office of Aeronautics and Space Technology (United States)
105,Transit 5B-4,1964-063B,1964-10-06," Vandenberg AFB, United States", Thor,Department of Defense (United States)
106,Transit 5B-5,1964-083D,1964-12-13," Vandenberg AFB, United States", Thor,Department of Defense-Department of the Navy (United States)
107,Transit 9,1964-026A,1964-06-04," Point Arguello, United States", Scout,Department of Defense-Department of the Navy (United States)
108,Transtage,TRANSG,1964-09-01," Cape Canaveral, United States", Thor-Agena,Department of Defense-Department of the Air Force (United States)
109,Transtage 1,1964-081A,1964-12-10," Cape Canaveral, United States", Titan III-A,Department of Defense-Department of the Air Force (United States)
110,Vela  2A,1964-040A,1964-07-17," Cape Canaveral, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
111,Vela  2B,1964-040B,1964-07-17," Cape Canaveral, United States", Atlas-Agena D,Department of Defense-Department of the Air Force (United States)
112,Voskhod 1,1964-065A,1964-10-12," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
113,Zond 1,1964-016D,1964-04-02," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
114,Zond 2,1964-078C,1964-11-30," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
