,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
93,Cosmos 1903,1987-105A,1987-12-21," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
94,Cosmos 1904,1987-106A,1987-12-23," Plesetsk, U.S.S.R", Modified SS-5 (SKean IRBM) plus Upper Stage,Unknown (U.S.S.R)
95,Cosmos 1905,1987-107A,1987-12-25," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
96,Cosmos 1906,1987-108A,1987-12-26," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
97,Cosmos 1907,1987-110A,1987-12-29," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
98,DMSP 5D-2/F08,1987-053A,1987-06-20," Vandenberg AFB, United States", Atlas E,Department of Defense-Department of the Air Force (United States)
99,Ekran 16,1987-073A,1987-09-04," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
100,Ekran 17,1987-109A,1987-12-27," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
101,ETS 5,1987-070A,1987-08-27," Tanegashima, Japan", H-1,National Space Development Agency (NASDA) (Japan)
102,EUTELSAT 4,1987-078B,1987-09-16," Kourou, French Guiana", Ariane 3,European Telecommunications Satellite Consortium (International)
103,Foton  3,1987-037A,1987-04-24," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
104,GOES  7,1987-022A,1987-02-26," Cape Canaveral, United States", Delta,NASA-Office of Space Science Applications (United States); NOAA National Environmental Satellite Service (United States)
105,Gorizont 14,1987-040A,1987-05-11," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage,Unknown (U.S.S.R)
106,KH 11-8,1987-090A,1987-10-26," Vandenberg AFB, United States", Titan 34D,Department of Defense-Department of the Air Force (United States)
107,Kvant 1,1987-030A,1987-03-31," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage,Unknown (U.S.S.R)
108,Meteor 2-15,1987-001A,1987-01-05," Plesetsk, U.S.S.R", F-2,Unknown (U.S.S.R)
109,Meteor 2-16,1987-068A,1987-08-18," Plesetsk, U.S.S.R", F-2,Unknown (U.S.S.R)
110,Molniya 3-31,1987-008A,1987-01-22," Plesetsk, U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation Upper Stage + Escape Stage,Unknown (U.S.S.R)
111,MOS 1,1987-018A,1987-02-19," Tanegashima, Japan", N-2,National Space Development Agency (NASDA) (Japan)
112,NOSS  8,1987-043A,1987-05-15," Vandenberg AFB, United States", Atlas,Department of Defense-Department of the Navy (United States)
113,Palapa B-2P,1987-029A,1987-03-20," Cape Canaveral, United States", Delta 3920,Unknown (Philippines)
114,PRC 20,1987-067A,1987-08-05," Jiuquan, Peoples Republic of China", Long March 2C,Unknown (Peoples Republic of China)
115,PRC 21,1987-075A,1987-09-09," Jiuquan, Peoples Republic of China", Long March 2C,Unknown (Peoples Republic of China)
116,Progress 27,1987-005A,1987-01-16," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
117,Progress 28,1987-023A,1987-03-03," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
118,Progress 29,1987-034A,1987-04-21," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
119,Progress 30,1987-044A,1987-05-19," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
120,Progress 31,1987-066A,1987-08-03," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
121,Progress 32,1987-082A,1987-09-23," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
122,Progress 33,1987-094A,1987-11-21," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
123,Raduga 20,1987-028A,1987-03-19," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
124,Raduga 21,1987-100A,1987-12-10," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Proton Booster Plus Upper Stage and Escape Stages,Unknown (U.S.S.R)
125,SDS F-6,1987-015A,1987-02-12," Vandenberg AFB, United States", Titan III-B,Department of Defense-Department of the Air Force (United States)
126,Soyuz-TM 2,1987-013A,1987-02-05," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
127,Soyuz-TM 3,1987-063A,1987-07-22," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
128,Soyuz-TM 4,1987-104A,1987-12-21," Tyuratam (Baikonur Cosmodrome), U.S.S.R", Modified SS-6 (Sapwood) with 2nd Generation (Longer) Upper Stage,Unknown (U.S.S.R)
129,Transit-O 27,1987-080A,1987-09-16," Vandenberg AFB, United States", Scout,Department of Defense-Department of the Navy (United States)
130,Transit-O 29,1987-080B,1987-09-16," Vandenberg AFB, United States", Scout,Department of Defense-Department of the Navy (United States)
131,TV Sat 1,1987-095A,1987-11-21," Kourou, French Guiana", Ariane 2,Bundesministerium fuer Forschung und Tecnnologie (Federal Republic of Germany)
132,USA  23,1987-043E,1987-05-15," Vandenberg AFB, United States", Atlas,Department of Defense-Department of the Navy (United States)
133,USA  24,1987-043F,1987-05-15," Vandenberg AFB, United States", Atlas,Department of Defense-Department of the Navy (United States)
134,USA  25,1987-043H,1987-05-15," Vandenberg AFB, United States", Atlas,Department of Defense-Department of the Navy (United States)
135,USA  28,1987-097A,1987-11-29," Cape Canaveral, United States", Titan 34D,Unknown (United States)
