,Spacecraft Name,NSSDCA ID,Launch Date,Site,Vehicle,Funder
16,Cosmos 2240,1993-021A,1993-04-02," Plesetsk, Russia", Soyuz-U,Unknown (U.S.S.R)
17,Cosmos 2241,1993-022A,1993-04-06," Plesetsk, Russia", Molniya-M,Unknown (U.S.S.R)
18,Cosmos 2242,1993-024A,1993-04-16," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
19,Cosmos 2243,1993-028A,1993-04-27," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U,Unknown (U.S.S.R)
20,Cosmos 2244,1993-029A,1993-04-28," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Tsiklon-2,Unknown (U.S.S.R)
21,Cosmos 2245,1993-030A,1993-05-11," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
22,Cosmos 2246,1993-030B,1993-05-11," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
23,Cosmos 2247,1993-030C,1993-05-11," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
24,Cosmos 2248,1993-030D,1993-05-11," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
25,Cosmos 2249,1993-030E,1993-05-11," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
26,Cosmos 2250,1993-030F,1993-05-11," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
27,Cosmos 2251,1993-036A,1993-06-16," Plesetsk, Russia", Cosmos,Unknown (U.S.S.R)
28,Cosmos 2252,1993-038A,1993-06-24," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
29,Cosmos 2253,1993-038B,1993-06-24," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
30,Cosmos 2254,1993-038C,1993-06-24," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
31,Cosmos 2255,1993-038D,1993-06-24," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
32,Cosmos 2256,1993-038E,1993-06-24," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
33,Cosmos 2257,1993-038F,1993-06-24," Plesetsk, Russia", Tsiklon-3,Unknown (U.S.S.R)
34,Cosmos 2258,1993-044A,1993-07-07," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Tsiklon-2,Unknown (U.S.S.R)
35,Cosmos 2259,1993-045A,1993-07-14," Plesetsk, Russia", Soyuz-U,Unknown (U.S.S.R)
36,Cosmos 2260,1993-047A,1993-07-22," Plesetsk, Russia", Soyuz-U,Unknown (U.S.S.R)
37,Cosmos 2261,1993-051A,1993-08-10," Plesetsk, Russia", Molniya-M,Russian Space Agency (U.S.S.R)
38,Cosmos 2262,1993-057A,1993-09-07," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz-U2,Unknown (U.S.S.R)
39,Cosmos 2263,1993-059A,1993-09-16," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Zenit,Unknown (U.S.S.R)
40,Cosmos 2264,1993-060A,1993-09-17," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Tsiklon-2,Unknown (U.S.S.R)
41,Cosmos 2265,1993-067A,1993-10-26," Plesetsk, Russia", Cosmos,Unknown (Russia)
42,Cosmos 2266,1993-070A,1993-11-02," Plesetsk, Russia", Cosmos,Unknown (Russia)
43,Cosmos 2267,1993-071A,1993-11-05," Plesetsk, Russia", Soyuz-U,Unknown (Russia)
44,DBS-1,1993-078A,1993-12-18," Kourou, French Guiana", Ariane 44L,Unknown (French Guiana)
45,DSCS III-10,1993-046A,1993-07-19," Cape Canaveral, United States", Atlas 2,Department of Defense-Department of the Air Force (United States)
46,DSCS III-11,1993-074A,1993-11-28," Cape Canaveral, United States", Atlas-Centaur,Department of Defense-Department of the Air Force (United States)
47,DXS,DXS,1993-01-13," Cape Canaveral, United States", Shuttle,NASA-Office of Space Science Applications (United States)
48,EYESAT 1,1993-061C,1993-09-26," Kourou, French Guiana", Ariane,Unknown (United States)
49,Galaxy 4,1993-039A,1993-06-25," Kourou, French Guiana", Ariane 42P,Pan American Satellite (United States)
50,Gorizont 28,1993-069A,1993-10-28," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton,Unknown (Russia)
51,Gorizont 29,1993-072A,1993-11-18," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton,Unknown (Russia)
52,Healthsat 1,1993-061E,1993-09-26," Kourou, French Guiana", Ariane,Unknown (United States); Unknown (United Kingdom)
53,Hispasat 1B,1993-048A,1993-07-22," Kourou, French Guiana", Ariane 4,"Hispasat, S.A (Spain)"
54,INSAT 2B,1993-048B,1993-07-22," Kourou, French Guiana", Ariane 4,Indian Space Research Organization (India)
55,INTELSAT 7 F-1,1993-066A,1993-10-22," Kourou, French Guiana", Ariane,International Telecommunications Satellite Corporation (International)
56,ITAMSAT,1993-061D,1993-09-26," Kourou, French Guiana", Ariane,Unknown (Italy)
57,Jianbing 93,1993-063A,1993-10-08," Jiuquan, Peoples Republic of China", Long March 2C,Unknown (Peoples Republic of China)
58,KITSAT 2,1993-061F,1993-09-26," Kourou, French Guiana", Ariane,Unknown (South Korea)
59,Landsat 6,LNDSAT6,1993-10-05," Vandenberg AFB, United States", Titan II,EOSAT (United States); NOAA National Environmental Satellite Service (United States)
60,Meteor 2-21,1993-055A,1993-08-31," Plesetsk, Russia", Tsiklon-3,Unknown (Russia)
61,Meteosat 6,1993-073B,1993-11-20," Kourou, French Guiana", Ariane 44LP,EUMETSAT (French Guiana)
62,Molniya 1-85,1993-002A,1993-01-13," Plesetsk, Russia", Molniya,Unknown (Russia)
63,Molniya 1-86,1993-035A,1993-05-26," Plesetsk, Russia", Molniya,Unknown (Russia)
64,Molniya 1-87,1993-079A,1993-12-22," Plesetsk, Russia", Molniya,Unknown (Russia)
65,Molniya 3-44,1993-025A,1993-04-21," Plesetsk, Russia", Molniya,Unknown (U.S.S.R)
66,Molniya 3-45,1993-049A,1993-08-04," Plesetsk, Russia", Molniya,Russian Space Agency (U.S.S.R)
67,MOP 3,MOP3,1993-01-01," , ", ,EUMETSAT (International)
68,NATO 4B,1993-076A,1993-12-08," Cape Canaveral, United States", Delta II,North Atlantic Treaty Organization (International)
69,Navstar 2A-09,1993-007A,1993-02-03," Cape Canaveral, United States", Delta II 7925,Department of Defense-Department of the Air Force (United States)
70,Navstar 2A-10,1993-017A,1993-03-30," Cape Canaveral, United States", Delta II 7925,Department of Defense-Department of the Air Force (United States)
71,Navstar 2A-11,1993-032A,1993-05-13," Vandenberg AFB, United States", Delta II 7925,Department of Defense-Department of the Air Force (United States)
72,Navstar 2A-13,1993-054A,1993-08-30," Cape Canaveral, United States", Delta II 7925,Department of Defense-Department of the Air Force (United States)
73,Navstar 2A-14,1993-068A,1993-10-26," Cape Canaveral, United States", Delta II 7925,Department of Defense-Department of the Air Force (United States)
74,Navstar 39,1993-042A,1993-06-26," Cape Canaveral, United States", Delta II 7925,Department of Defense-Department of the Air Force (United States)
75,NOAA 13,1993-050A,1993-08-09," Vandenberg AFB, United States", Atlas E,NASA-Office of Space Science Applications (United States); NOAA National Environmental Satellite Service (United States)
76,ORFEUS-SPAS I,1993-058C,1993-09-12," Cape Canaveral, United States", Shuttle,NASA-Office of Space Science Applications (United States); German Space Agency (Federal Republic of Germany)
77,OXP 1,1993-009A,1993-02-09," Cape Canaveral, United States", Pegasus,Orbital Sciences Corp (United States)
78,POSAT 1,1993-061G,1993-09-26," Kourou, French Guiana", Ariane,Unknown (Portugal); University of Surrey (United Kingdom)
79,Progress M-16,1993-012A,1993-02-21," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (U.S.S.R)
80,Progress M-17,1993-019A,1993-03-31," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (U.S.S.R)
81,Progress M-18,1993-034A,1993-05-22," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (U.S.S.R)
82,Progress M-19,1993-052A,1993-08-10," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Russian Space Agency (U.S.S.R)
83,Progress M-20,1993-064A,1993-10-11," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (Russia)
84,RADCAL,1993-041A,1993-06-25," Vandenberg AFB, United States", Scout,Department of Defense (United States)
85,Raduga 29,1993-013A,1993-03-25," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton,Unknown (U.S.S.R)
86,Raduga 30,1993-062A,1993-09-30," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Proton,Unknown (Russia)
87,Regatta-A,REGTTAA,1993-01-01," Tyuratam (Baikonur Cosmodrome), Kazakhstan", ,Institut Kosmicheskich Issledovaniy(Inst. of Cosmophysical Research) (U.S.S.R)
88,Resurs-F17,1993-033A,1993-05-21," Plesetsk, Russia", Soyuz,Unknown (U.S.S.R)
89,Resurs-F18,1993-040A,1993-06-25," Plesetsk, Russia", Soyuz,Unknown (U.S.S.R)
90,Resurs-F19,1993-053A,1993-08-24," Plesetsk, Russia", Soyuz,Unknown (Russia)
91,SCD 1,1993-009B,1993-02-09," Cape Canaveral, United States", Pegasus,"Instituto Nacional de Pesquisas Espaciais, Brazil (Brazil)"
92,SEDS-I,1993-017B,1993-03-30," Cape Canaveral, United States", Delta II 7925,Department of Defense-Department of the Air Force (United States)
93,SLS 2,SLABLS2,1993-10-18," Cape Canaveral, United States", Shuttle,NASA Office of Life and Microgravity Sciences and Applications (United States)
94,Solidaridad 1,1993-073A,1993-11-20," Kourou, French Guiana", Ariane 44LP,Unknown (Mexico)
95,Soyuz-TM 16,1993-005A,1993-01-24," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (U.S.S.R)
96,Soyuz-TM 17,1993-043A,1993-07-01," Tyuratam (Baikonur Cosmodrome), Kazakhstan", Soyuz,Unknown (U.S.S.R)
97,Spacelab-D2,SPLABD2,1993-04-26," Cape Canaveral, United States", Shuttle,"Centre National d'Etudes Spatiales (France); NASA-Office of Space Science Applications (United States); Deutsche Forschunganstalt fuer Luft- und Raumfahrt (DLR, nee DFVLR) (Federal Republic of Germany); Institute of Space and Aeronautical Science, U of Tokyo (Japan)"
98,Spartan 201-01,1993-023B,1993-04-08," Cape Canaveral, United States", Shuttle,National Aeronautics and Space Administration (United States)
99,SPOT 3,1993-061A,1993-09-26," Kourou, French Guiana", Ariane,Centre National d'Etudes Spatiales (France)
100,SSBUV05,SSBUV05,1993-04-08," Cape Canaveral, United States", Shuttle,NASA-Office of Space Science Applications (United States)
101,START 1,1993-014A,1993-03-25," Plesetsk, U.S.S.R"," ICBM RS-12M Topol or SS-25 Sickle, 3-stage SRM",Unknown (U.S.S.R)
102,Stella,1993-061B,1993-09-26," Kourou, French Guiana", Ariane,Unknown (France)
103,STS  51,1993-058A,1993-09-12," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States); NASA-Office of Space Science Applications (United States)
104,STS  54,1993-003A,1993-01-13," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States); NASA-Office of Space Science Applications (United States)
105,STS  55,1993-027A,1993-04-26," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
106,STS  56/Atlas 2,1993-023A,1993-04-08," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
107,STS  57/SPACEHAB 1,1993-037A,1993-06-21," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
108,STS  58,1993-065A,1993-10-18," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States); NASA Office of Life and Microgravity Sciences and Applications (United States)
109,STS  61,1993-075A,1993-12-02," Cape Canaveral, United States", Shuttle,NASA-Office of Space Flight (United States)
110,TDRS-F,1993-003B,1993-01-13," Cape Canaveral, United States", Shuttle,NASA-Office of Tracking and Data Acquisition (United States)
111,Telstar 401,1993-077A,1993-12-16," Cape Canaveral, United States", Atlas-2 AS,American Telephone and Telegraph Company (United States)
112,TEMISAT,1993-055B,1993-08-31," Plesetsk, Russia", Tsiklon-3,Unknown (Italy)
113,THAICOM 1A,1993-078B,1993-12-18," Kourou, French Guiana", Ariane 44L,Unknown (Thailand)
114,UFO  1,1993-015A,1993-03-25," Vandenberg AFB, United States", Atlas-Centaur,Department of Defense-Department of the Navy (United States)
115,UFO  2,1993-056A,1993-09-03," Cape Canaveral, United States", Atlas,Department of Defense-Department of the Navy (United States)
